"headline","content","newspaper","date","combined_text","model_0_topic","model_0_topic_label","model_0_prob","model_1_topic","model_1_topic_label","model_1_prob","model_2_topic","model_2_topic_label","model_2_prob"
"Comienza curso académico bajo difíciles circunstancias","Muchos centros educativos provinciales arrancaron el ciclo escolar afectados por deficiencias estructurales severas, carencia docente y otras adversidades ambientales.","correo",2015-03-10,"Comienza curso académico bajo difíciles circunstancias. Muchos centros educativos provinciales arrancaron el ciclo escolar afectados por deficiencias estructurales severas, carencia docente y otras adversidades ambientales.","-1","Unknown",0.0356,"67","instituciones educativas, persisten carencias, sistema escolar, centros educacionales, inclusion educativa",0.0642,"165","nacional infraestructura educativa, colegios publicos pais, educacion lima, ministerio educacion, colegios publicos",0.077
"Tormenta Erika deja 25 muertos a su paso por Dominica","El paso de la tormenta tropical Erika por la ísla caribeña de Dominica dejó al menos 25 muertos, mientras las autoridades temían que esa cantidad pudiera aumentar conforme avanzaba la situación meteorológica adversa.","correo",2015-08-29,"Tormenta Erika deja 25 muertos a su paso por Dominica. El paso de la tormenta tropical Erika por la ísla caribeña de Dominica dejó al menos 25 muertos, mientras las autoridades temían que esa cantidad pudiera aumentar conforme avanzaba la situación meteorológica adversa.","2","meteorologicos, meteorologicas, fuertes lluvias, meteorologica, terremotos",0.2706,"-1","Unknown",0.0157,"149","huracan irma, huracan maria, huracan florence, centro nacional huracanes, huracan dorian",0.0415
"Historia del día","En 1538, a los 63 años, muere Diego de Almagro, quién participó en la conquista de Perú y también se le considera fundador de Santiago, capital de Chile; además fue el primero en explorar territorios que hoy son Bolivia.","correo",2016-07-08,"Historia del día. En 1538, a los 63 años, muere Diego de Almagro, quién participó en la conquista de Perú y también se le considera fundador de Santiago, capital de Chile; además fue el primero en explorar territorios que hoy son Bolivia.","52","espionaje chileno, chileno heraldo, chileno heraldo munoz, canciller chileno, chileno",0.0317,"154","heroismo, heroes, patriotica, heroe, ser heroe",1,"92","batalla ayacucho, independencia peruana, independencia peru, francisco bolognesi, ayacucho",0.0159
"Elecciones catalanas dan victorias a partidarios de la independencia","Coalición Junts Pel Sí, bajo el liderazgo de Artur Mas, triunfa electoralmente en Catalunya, marcando un hito crucial en el movimiento separatista. A pesar de no conseguir mayoría suficiente para un plebiscito unilateral, han conseguido un impulso democrático sustancial para avanzar hacia la autodeterminación.","correo",2015-09-28,"Elecciones catalanas dan victorias a partidarios de la independencia. Coalición Junts Pel Sí, bajo el liderazgo de Artur Mas, triunfa electoralmente en Catalunya, marcando un hito crucial en el movimiento separatista. A pesar de no conseguir mayoría suficiente para un plebiscito unilateral, han conseguido un impulso democrático sustancial para avanzar hacia la autodeterminación.","107","separatistas catalanes, independencia catalana, independentistas catalanes, referendum independencia, catalanes",1,"103","independentistas catalanes, independentista catalan, independentista, independencia catalunya, referendum catalan",0.1154,"105","carles puigdemont, espanol mariano rajoy, gobierno espanol mariano, separatistas catalanes, puigdemont",1
"Investigan aumento de desertión escolar en Junín","Datos alarmantes emergen del último reporte del Breve Educativo 2015–2016, donde se destaca que el departamento de Junín enfrenta problemas críticos de retención académica, especialmente notable en la escuela secundaria. Factores tales como violencia doméstica, trabajos infantiles y distancia geográfica influyen negativamente en la permanencia estudiantil.","correo",2016-08-08,"Investigan aumento de desertión escolar en Junín. Datos alarmantes emergen del último reporte del Breve Educativo 2015–2016, donde se destaca que el departamento de Junín enfrenta problemas críticos de retención académica, especialmente notable en la escuela secundaria. Factores tales como violencia doméstica, trabajos infantiles y distancia geográfica influyen negativamente en la permanencia estudiantil.","-1","Unknown",0.0055,"67","instituciones educativas, persisten carencias, sistema escolar, centros educacionales, inclusion educativa",1,"-1","Unknown",0.0323
"The Legacy of Liberty and Equality Celebrates Independence Day USA","USA celebrates its independence anniversary marking separation from Great Britain through Declaration signed by representatives including Jefferson, Adams, Franklin among others establishing principles like liberty and equality foundational to American society development throughout history especially post French Revolution influence.","correo",2016-07-05,"The Legacy of Liberty and Equality Celebrates Independence Day USA. USA celebrates its independence anniversary marking separation from Great Britain through Declaration signed by representatives including Jefferson, Adams, Franklin among others establishing principles like liberty and equality foundational to American society development throughout history especially post French Revolution influence.","205","educacion libertad, autonomia escolar, educacion basica alternativa, fundamentales libertad, educacionales deben",0.0412,"1","concerning, towards, government, first, ministry",0.4905,"92","batalla ayacucho, independencia peruana, independencia peru, francisco bolognesi, ayacucho",0.0207
"Inundaciones Dejan Muertos y Desplazados en Sri Lanka","Al menos 37 personas han muerto en Asia en inundaciones y deslizamientos causados por fuertes lluvias, además de miles de desalojados.","correo",2014-12-28,"Inundaciones Dejan Muertos y Desplazados en Sri Lanka. Al menos 37 personas han muerto en Asia en inundaciones y deslizamientos causados por fuertes lluvias, además de miles de desalojados.","-1","Unknown",0.0201,"4","fuertes lluvias, inundaciones severas, intensas lluvias, intensas precipitaciones, alerta meteorologica",0.0281,"149","huracan irma, huracan maria, huracan florence, centro nacional huracanes, huracan dorian",0.0299
"Historia militar revive memoria patriótica","Aniversario de crucial confrontación bélica recalca sacrificios históricos y destaca figuras heroicas clave en resistencia nacional frente a adversidades extranjeras.","correo",2016-07-05,"Historia militar revive memoria patriótica. Aniversario de crucial confrontación bélica recalca sacrificios históricos y destaca figuras heroicas clave en resistencia nacional frente a adversidades extranjeras.","-1","Unknown",8e-04,"154","heroismo, heroes, patriotica, heroe, ser heroe",0.0912,"92","batalla ayacucho, independencia peruana, independencia peru, francisco bolognesi, ayacucho",0.0437
"Bobbi Kristina quería tanto a su mamá...","Que la considera como su mejor amiga. Mentalmente paralizada por la tragedia que la envuelve. Será enterrada en breve junto a su madre en el cementerio de Fairview, en Nueva Jersey. Autopsia según el médico forense del condado Whitmore Houston, en el cerebro, no hay señales evidentes de que alguien tratara de matar a Bobbi Kristina. Otros exámenes tardarán varias semanas.","correo",2015-07-28,"Bobbi Kristina quería tanto a su mamá.... Que la considera como su mejor amiga. Mentalmente paralizada por la tragedia que la envuelve. Será enterrada en breve junto a su madre en el cementerio de Fairview, en Nueva Jersey. Autopsia según el médico forense del condado Whitmore Houston, en el cerebro, no hay señales evidentes de que alguien tratara de matar a Bobbi Kristina. Otros exámenes tardarán varias semanas.","-1","Unknown",7e-04,"117","sobriedad, dependencia alcoholica, recuperarse completamente, alcoholica, psiquiatrico",0.0819,"-1","Unknown",0.009
"Presidente español alerta a Catalunya","José Manuel García-Margallo, Ministro de España y Asuntos Exteriores, advierte que los catalanes no podrían mantener la nacionalidad española si dicha región opta por la independencia.","correo",2015-09-24,"Presidente español alerta a Catalunya. José Manuel García-Margallo, Ministro de España y Asuntos Exteriores, advierte que los catalanes no podrían mantener la nacionalidad española si dicha región opta por la independencia.","107","separatistas catalanes, independencia catalana, independentistas catalanes, referendum independencia, catalanes",0.6586,"103","independentistas catalanes, independentista catalan, independentista, independencia catalunya, referendum catalan",1,"105","carles puigdemont, espanol mariano rajoy, gobierno espanol mariano, separatistas catalanes, puigdemont",1
"Industria de profesores particulares genera debate","Padres confiesan dependencia extrema de docentes externos para cumplir expectativas académicas elevadas establecidas por colegios. Esta práctica crea sistema alternativo de apoyo educativo fuera del ámbito formal, incrementando carga económica familiar y psicológica. Debate surge sobre eficacia pedagógica versus sobrecarga parental.","correo",2014-12-26,"Industria de profesores particulares genera debate. Padres confiesan dependencia extrema de docentes externos para cumplir expectativas académicas elevadas establecidas por colegios. Esta práctica crea sistema alternativo de apoyo educativo fuera del ámbito formal, incrementando carga económica familiar y psicológica. Debate surge sobre eficacia pedagógica versus sobrecarga parental.","-1","Unknown",0.0646,"67","instituciones educativas, persisten carencias, sistema escolar, centros educacionales, inclusion educativa",0.0282,"-1","Unknown",0.0121
"Impacto devastador del Huracán ‘Patricia’ en México","Patricia, catalogado como uno de los ciclones tropicales más fuertes registrados, azotó Jalisco generando severas inundaciones y destrozando infraestructuras locales mientras avances preliminares reportan numerosas bajas humanas.","correo",2015-10-24,"Impacto devastador del Huracán ‘Patricia’ en México. Patricia, catalogado como uno de los ciclones tropicales más fuertes registrados, azotó Jalisco generando severas inundaciones y destrozando infraestructuras locales mientras avances preliminares reportan numerosas bajas humanas.","2","meteorologicos, meteorologicas, fuertes lluvias, meteorologica, terremotos",1,"4","fuertes lluvias, inundaciones severas, intensas lluvias, intensas precipitaciones, alerta meteorologica",0.0619,"149","huracan irma, huracan maria, huracan florence, centro nacional huracanes, huracan dorian",0.1254
"McCartney deja de fumar marihuana por sus nietos","El músico británico Paul McCartney confiesa que ya no consume cannabis para no dar mal ejemplo a sus descendientes, prefiriéndo consumir bebidas alcohólicas.","correo",2015-05-31,"McCartney deja de fumar marihuana por sus nietos. El músico británico Paul McCartney confiesa que ya no consume cannabis para no dar mal ejemplo a sus descendientes, prefiriéndo consumir bebidas alcohólicas.","-1","Unknown",0.0566,"117","sobriedad, dependencia alcoholica, recuperarse completamente, alcoholica, psiquiatrico",0.1064,"2","musicales, musicos, concierto, conciertos, orquesta",0.0217
"DOS MUERTOS SE HAN REGISTRADO","Intenso aguacero provocó inundaciones en La Habana, resultando en dos víctimas mortales, más de diez mil afectados y daños materiales considerables. Una línea tormentosa eléctrica generó precipitaciones devastadoras acompañadas de vientos huracanados según reportes oficiales.","correo",2015-05-01,"DOS MUERTOS SE HAN REGISTRADO. Intenso aguacero provocó inundaciones en La Habana, resultando en dos víctimas mortales, más de diez mil afectados y daños materiales considerables. Una línea tormentosa eléctrica generó precipitaciones devastadoras acompañadas de vientos huracanados según reportes oficiales.","2","meteorologicos, meteorologicas, fuertes lluvias, meteorologica, terremotos",1,"-1","Unknown",0.0491,"149","huracan irma, huracan maria, huracan florence, centro nacional huracanes, huracan dorian",0.1201
"SELENA GOMÉZ RETIRA TEMPORALEMENTE ACTIVIDADES POR SALUD","Selena Gomez revela públicamente su diagnóstico de Lupus, condicionamiento médico responsable de múltiples síntomas psicológicos adversos tales como ansiedad severa y estados depresivos recurrentes. Ante tal realidad, decide tomar medidas preventivas retirándose momentáneamente de actividades profesionales para concentrarse primordialmente en recuperar su equilibrio físico y mental.","correo",2016-09-01,"SELENA GOMÉZ RETIRA TEMPORALEMENTE ACTIVIDADES POR SALUD. Selena Gomez revela públicamente su diagnóstico de Lupus, condicionamiento médico responsable de múltiples síntomas psicológicos adversos tales como ansiedad severa y estados depresivos recurrentes. Ante tal realidad, decide tomar medidas preventivas retirándose momentáneamente de actividades profesionales para concentrarse primordialmente en recuperar su equilibrio físico y mental.","-1","Unknown",0.0714,"117","sobriedad, dependencia alcoholica, recuperarse completamente, alcoholica, psiquiatrico",1,"74","tiene cancer, cancer pancreatico, enfermedad, diagnostico cancer, michael jackson",0.0926
"Victoria Histórica en Combate Naval","Jos Gregorio Paz Soldán jugó un papel crucial en la organización de las defensas durante el enfrentamiento naval del 2 de Mayo de 1866, donde las fuerzas peruanas infligieron graves bajas a la flota española, asegurando así una significativa victoria patriótica.","correo",2016-05-01,"Victoria Histórica en Combate Naval. Jos Gregorio Paz Soldán jugó un papel crucial en la organización de las defensas durante el enfrentamiento naval del 2 de Mayo de 1866, donde las fuerzas peruanas infligieron graves bajas a la flota española, asegurando así una significativa victoria patriótica.","52","espionaje chileno, chileno heraldo, chileno heraldo munoz, canciller chileno, chileno",0.0202,"104","batalla ayacucho, fuerzas peruanas, independencia peruana, patriotas, glorioso",1,"92","batalla ayacucho, independencia peruana, independencia peru, francisco bolognesi, ayacucho",0.137
"Combate Naval Peruano-Español","Después del suicidio de Pareja, Casto Mendéz Nieto decidió cesar hostilidades frente a España bombardeando Valparaíso y el Callao. Tras la destrucción de Valparaíso, el Callao fortaleció sus defensas anticipándose a futuros ataques españoles.","correo",2016-05-01,"Combate Naval Peruano-Español. Después del suicidio de Pareja, Casto Mendéz Nieto decidió cesar hostilidades frente a España bombardeando Valparaíso y el Callao. Tras la destrucción de Valparaíso, el Callao fortaleció sus defensas anticipándose a futuros ataques españoles.","144","relaciones internacionales, relaciones diplomaticas, derecho internacional, tensiones diplomaticas, diplomatica",0.0308,"104","batalla ayacucho, fuerzas peruanas, independencia peruana, patriotas, glorioso",0.0235,"92","batalla ayacucho, independencia peruana, independencia peru, francisco bolognesi, ayacucho",0.1498
"Combate Naval del Callao: Sesquicentenario","Esta fecha marca el sesquicentenario del Combate Naval del Callao, evento crucial en la resistencia patriótica contra España junto a Chile. Preparativo meticuloso aseguró robustas defensas portuarias, combinando recursos militares y civiles. José Gallve Egúsquiz dirigió exitosa repeler invasión española, sacrificando valientemente su vida en batalla. Resultado simbolizó triunfo moral y militar, solidificando soberanía nacional. Contexto geopolítico favoreció cooperación hispano-americana, forjando relaciones bilaterales duraderas basadas en entendimiento y paz contemporáneos.","correo",2016-05-01,"Combate Naval del Callao: Sesquicentenario. Esta fecha marca el sesquicentenario del Combate Naval del Callao, evento crucial en la resistencia patriótica contra España junto a Chile. Preparativo meticuloso aseguró robustas defensas portuarias, combinando recursos militares y civiles. José Gallve Egúsquiz dirigió exitosa repeler invasión española, sacrificando valientemente su vida en batalla. Resultado simbolizó triunfo moral y militar, solidificando soberanía nacional. Contexto geopolítico favoreció cooperación hispano-americana, forjando relaciones bilaterales duraderas basadas en entendimiento y paz contemporáneos.","-1","Unknown",0.0161,"104","batalla ayacucho, fuerzas peruanas, independencia peruana, patriotas, glorioso",1,"92","batalla ayacucho, independencia peruana, independencia peru, francisco bolognesi, ayacucho",1
"José Guillermo y Su Legado Heroico","  Después de haber obtenido conocimiento previo del próximo conflicto bélico, el secretario de Guerra y Marina, José Guillermo, jugó un papel crucial en la organización de las defensas y conducción durante el combate. La victoria conseguida aquella jornada por las fuerzas peruanas, quienes infligieron graves daños a varios barcos españoles, no podría haberse materializado sin el liderazgo ejemplar de José Guillermo, quién encontró la muerte de modo heroico durante el choque armado.","correo",2016-04-30,"José Guillermo y Su Legado Heroico.   Después de haber obtenido conocimiento previo del próximo conflicto bélico, el secretario de Guerra y Marina, José Guillermo, jugó un papel crucial en la organización de las defensas y conducción durante el combate. La victoria conseguida aquella jornada por las fuerzas peruanas, quienes infligieron graves daños a varios barcos españoles, no podría haberse materializado sin el liderazgo ejemplar de José Guillermo, quién encontró la muerte de modo heroico durante el choque armado.","-1","Unknown",0.0022,"-1","Unknown",0.0413,"92","batalla ayacucho, independencia peruana, independencia peru, francisco bolognesi, ayacucho",1
"Combate Naval Inaugural","  Comenzadas las operaciones, el objetivo español fue tomar el control del mar mediante la destrucción de la escuadra aliada. Consecuencia de ello, se produjo un primer enfrentamiento naval en Aguas de Abtao, el 7 de febrero de 1866, cuyo resultado no favoreció a ambas fragatas españolas intentando infructuosamente destruir a las naves aliadas dirigidas por el Capitan General José Guillermo.","correo",2016-04-30,"Combate Naval Inaugural.   Comenzadas las operaciones, el objetivo español fue tomar el control del mar mediante la destrucción de la escuadra aliada. Consecuencia de ello, se produjo un primer enfrentamiento naval en Aguas de Abtao, el 7 de febrero de 1866, cuyo resultado no favoreció a ambas fragatas españolas intentando infructuosamente destruir a las naves aliadas dirigidas por el Capitan General José Guillermo.","-1","Unknown",0.0023,"-1","Unknown",0.0454,"92","batalla ayacucho, independencia peruana, independencia peru, francisco bolognesi, ayacucho",0.0938
"El Peru declare la guerra a España","Ante el cual ofrecimos apoyo con nuestra escuadra.  A esta alianza, también se unirán Bolivia y Ecuador.  La guerra. Finalmente, el Perú declaró la guerra a España el 14 de enero de 1866 y, aún careciendo de datos adicionales, envió oportunamente la flota peruana al sur de Chile y formó junto a las unidades de dicho país disponibilizando así la denominada Escuadrón Aliado.","correo",2016-04-30,"El Peru declare la guerra a España. Ante el cual ofrecimos apoyo con nuestra escuadra.  A esta alianza, también se unirán Bolivia y Ecuador.  La guerra. Finalmente, el Perú declaró la guerra a España el 14 de enero de 1866 y, aún careciendo de datos adicionales, envió oportunamente la flota peruana al sur de Chile y formó junto a las unidades de dicho país disponibilizando así la denominada Escuadrón Aliado.","52","espionaje chileno, chileno heraldo, chileno heraldo munoz, canciller chileno, chileno",0.0974,"104","batalla ayacucho, fuerzas peruanas, independencia peruana, patriotas, glorioso",0.0382,"92","batalla ayacucho, independencia peruana, independencia peru, francisco bolognesi, ayacucho",0.0213
"Combate Naval del Callao: Sesquicentenario","El combate naval del 2 de mayo marca el último enfrentamiento bélico entre Perú-Chile-Ecuador contra España, simbolizando tanto la unidad militar como la solidaridad ciudadana. Durante esa época, España aspiraba restaurar su hegemonía global, fortaleciendo vínculos pan-hispanos. Frente a ello, Perú había comenzado preparativos militares anticipados, aun cuando carecían de suficientes armamentos modernos. Eventualmente, Perú entró en guerra abierta con España, respaldado por tratados de alianza con Chile y otros países latinoamericanos, resultando finalmente en acciones combinadas que defendieron soberanía nacional.","correo",2016-04-30,"Combate Naval del Callao: Sesquicentenario. El combate naval del 2 de mayo marca el último enfrentamiento bélico entre Perú-Chile-Ecuador contra España, simbolizando tanto la unidad militar como la solidaridad ciudadana. Durante esa época, España aspiraba restaurar su hegemonía global, fortaleciendo vínculos pan-hispanos. Frente a ello, Perú había comenzado preparativos militares anticipados, aun cuando carecían de suficientes armamentos modernos. Eventualmente, Perú entró en guerra abierta con España, respaldado por tratados de alianza con Chile y otros países latinoamericanos, resultando finalmente en acciones combinadas que defendieron soberanía nacional.","-1","Unknown",0.0185,"104","batalla ayacucho, fuerzas peruanas, independencia peruana, patriotas, glorioso",0.1498,"92","batalla ayacucho, independencia peruana, independencia peru, francisco bolognesi, ayacucho",0.1357
"Análisis de Bullying en Colegios Nacionales","Investigaciones conducidas conjuntamente por el Instituto Nacional de Estadística e Informática (INEI) y el Ministerio de la Mujer y Poblaciones Vulnerables (MIMP) revelan alarmantes estadísticas donde más del 70% de estudiantes enfrentan algún grado de intimidación escolar. Esta problemática social requiere atención urgente tanto educativa como institucional.","correo",2016-08-30,"Análisis de Bullying en Colegios Nacionales. Investigaciones conducidas conjuntamente por el Instituto Nacional de Estadística e Informática (INEI) y el Ministerio de la Mujer y Poblaciones Vulnerables (MIMP) revelan alarmantes estadísticas donde más del 70% de estudiantes enfrentan algún grado de intimidación escolar. Esta problemática social requiere atención urgente tanto educativa como institucional.","-1","Unknown",0.0262,"67","instituciones educativas, persisten carencias, sistema escolar, centros educacionales, inclusion educativa",0.0538,"202","embarazo adolescente, jovenes jovenes, adolescentes femeninas, instituto nacional estadistica, datos alarmantes muestran",1
"Defensa del Perú","Si bien se construyó durante el Virreinato, la fortaleza fue una importante defensa para el país cuando la corona española quiso regresar a América en el célebre Combate del 2 de Mayo, en 1866.","correo",2015-03-01,"Defensa del Perú. Si bien se construyó durante el Virreinato, la fortaleza fue una importante defensa para el país cuando la corona española quiso regresar a América en el célebre Combate del 2 de Mayo, en 1866.","52","espionaje chileno, chileno heraldo, chileno heraldo munoz, canciller chileno, chileno",0.0202,"104","batalla ayacucho, fuerzas peruanas, independencia peruana, patriotas, glorioso",1,"92","batalla ayacucho, independencia peruana, independencia peru, francisco bolognesi, ayacucho",1
"Ideología Senderista infiltrada en clases escolares de Huancavelica","Imágenes compartidas online sugieren adoctrinamiento juvenil con doctrinas radicales dentro de algunas instituciones educativas.","correo",2015-02-28,"Ideología Senderista infiltrada en clases escolares de Huancavelica. Imágenes compartidas online sugieren adoctrinamiento juvenil con doctrinas radicales dentro de algunas instituciones educativas.","-1","Unknown",0.0449,"67","instituciones educativas, persisten carencias, sistema escolar, centros educacionales, inclusion educativa",0.0358,"-1","Unknown",0.0149
"Charliesheen hacesdu raconfesion","• Admito que soy VIH positivo...  • Ex esposas dicen estar catárticamente impactadas, piesas, interniciaspiensan demandarlo  Corre!: Agencias  El actor estadounidense Charlie Sheen confirmó que lleva años siendo portador del virus del sida y que ha sido víctima de chantajes para evitar que se conociera su situación. En entrevista con Today, de NBC, Sheen dijo que las molestias comenzaron con un fuerte dolor de cabeza y una «enloquecedora» migränea. «Pensé que era un tumor cerebral y creí que estaba acabado», agregó.","correo",2015-11-18,"Charliesheen hacesdu raconfesion. • Admito que soy VIH positivo...  • Ex esposas dicen estar catárticamente impactadas, piesas, interniciaspiensan demandarlo  Corre!: Agencias  El actor estadounidense Charlie Sheen confirmó que lleva años siendo portador del virus del sida y que ha sido víctima de chantajes para evitar que se conociera su situación. En entrevista con Today, de NBC, Sheen dijo que las molestias comenzaron con un fuerte dolor de cabeza y una «enloquecedora» migränea. «Pensé que era un tumor cerebral y creí que estaba acabado», agregó.","-1","Unknown",0.0204,"117","sobriedad, dependencia alcoholica, recuperarse completamente, alcoholica, psiquiatrico",1,"-1","Unknown",0.0207
