"headline","content","newspaper","date","combined_text","model_0_topic","model_0_topic_label","model_0_prob","model_1_topic","model_1_topic_label","model_1_prob","model_2_topic","model_2_topic_label","model_2_prob"
"New Education Model Improving Student Performance","According to international assessment results, the full-day secondary education model effectively improves students’ learning outcomes in literacy and mathematics. Due to its implementation, there have been significant improvements noted among second-grade students evaluated under the Educational Quality Assessment System (SIMCE).","correo",2016-07-11,"New Education Model Improving Student Performance. According to international assessment results, the full-day secondary education model effectively improves students’ learning outcomes in literacy and mathematics. Due to its implementation, there have been significant improvements noted among second-grade students evaluated under the Educational Quality Assessment System (SIMCE).","24","optimizar recursos, beneficios financieros, inversiones, competitivos, planificacion estrategica",0.0106,"1","concerning, towards, government, first, ministry",0.4806,"15","ministerio educacion, sistema educativo, educacion basica, educacion publica, calidad educativa",1
"Guía práctica para optimización financiera individual","Ada Mier impartirá conferencia centrada en técnicas efectivas para gestionar y maximizar beneficios propios de tus activos monetarios, complementada con sorteos especiales.","correo",2016-07-09,"Guía práctica para optimización financiera individual. Ada Mier impartirá conferencia centrada en técnicas efectivas para gestionar y maximizar beneficios propios de tus activos monetarios, complementada con sorteos especiales.","24","optimizar recursos, beneficios financieros, inversiones, competitivos, planificacion estrategica",0.2078,"-1","Unknown",0.0466,"113","finanzas personales, salud financiera, creditos, finanzas, financieros",0.0211
"Viajes patrióticos favorecen turismo interno","Durante festividades nacionales, preferencia notable surge hacia destinos nacionales comparativamente a opciones extranjeras. Análisis muestra incremento considerable en ventas de paquetes turísticos orientados a explorar bellezas culturales y paisajes únicos del país.","correo",2016-07-09,"Viajes patrióticos favorecen turismo interno. Durante festividades nacionales, preferencia notable surge hacia destinos nacionales comparativamente a opciones extranjeras. Análisis muestra incremento considerable en ventas de paquetes turísticos orientados a explorar bellezas culturales y paisajes únicos del país.","24","optimizar recursos, beneficios financieros, inversiones, competitivos, planificacion estrategica",0.0108,"-1","Unknown",0.0056,"67","millones turistas, comercio exterior turismo, turistas internacionales, movimiento turistico, turismo internacional",0.0984
"Penetrante análisis político entre Clinton y Trump","Antipatriota llama Clinton a Trump por elogios a Putin mientras critica duramente su manejo de política exterior y clasificación de información sensible. Durante su primera conferencia de prensa formal, Clinton califica los elogios de Trump hacia Putin como alarmantes, indicando preocupación por sugerencias implícitas de permitir acciones ilimitadas por Rusia. Además, señala fallos significativos en el juicio político externo de Trump y su capacidad potencial como Comandante en Jefe.","correo",2016-09-09,"Penetrante análisis político entre Clinton y Trump. Antipatriota llama Clinton a Trump por elogios a Putin mientras critica duramente su manejo de política exterior y clasificación de información sensible. Durante su primera conferencia de prensa formal, Clinton califica los elogios de Trump hacia Putin como alarmantes, indicando preocupación por sugerencias implícitas de permitir acciones ilimitadas por Rusia. Además, señala fallos significativos en el juicio político externo de Trump y su capacidad potencial como Comandante en Jefe.","140","presidente donald trump, donald trump, trump admite, electoral donald trump, trump deberia",0.253,"57","nominacion presidencial, elecciones presidenciales ee, elecciones presidenciales, presidente donald trump, ventaja",0.0939,"35","presidente electo estados, electo estados unidos, elecciones presidenciales ee, elecciones presidenciales, presidente donald trump",0.0524
"Inversiones Inmobiliarias","Promoción de lotes residenciales disponibles cerca del Mercado Santo Domingo, destacando oportunidades de inversión familiar.","correo",2015-05-10,"Inversiones Inmobiliarias. Promoción de lotes residenciales disponibles cerca del Mercado Santo Domingo, destacando oportunidades de inversión familiar.","24","optimizar recursos, beneficios financieros, inversiones, competitivos, planificacion estrategica",0.0259,"-1","Unknown",0.0865,"-1","Unknown",0.0146
"MTPE Evaluación escolares","Comprensión lectura habilidades matemáticas prueba obligatoria escuelas públicas privadas.","correo",2015-10-29,"MTPE Evaluación escolares. Comprensión lectura habilidades matemáticas prueba obligatoria escuelas públicas privadas.","24","optimizar recursos, beneficios financieros, inversiones, competitivos, planificacion estrategica",0.015,"17","calidad educativa, educacional, educacion, educacionales, ministerio educacion",0.078,"15","ministerio educacion, sistema educativo, educacion basica, educacion publica, calidad educativa",0.2076
"Rotación de personal penitenciario","Cambios buscan reducir incidencia corruptela en centros de reclusión. Rotación estratégica pretende minimizar influencias externas nocivas.","correo",2016-05-09,"Rotación de personal penitenciario. Cambios buscan reducir incidencia corruptela en centros de reclusión. Rotación estratégica pretende minimizar influencias externas nocivas.","24","optimizar recursos, beneficios financieros, inversiones, competitivos, planificacion estrategica",1,"-1","Unknown",0.0503,"-1","Unknown",0.0143
"Traslada beneficios financieros","Promoción ofrece alta rentabilidad y facilidades en cuentas bancarias. Destaca amplia cobertura de agencias y gratuidad en operaciones.","correo",2016-05-09,"Traslada beneficios financieros. Promoción ofrece alta rentabilidad y facilidades en cuentas bancarias. Destaca amplia cobertura de agencias y gratuidad en operaciones.","24","optimizar recursos, beneficios financieros, inversiones, competitivos, planificacion estrategica",0.0804,"-1","Unknown",0.0288,"-1","Unknown",0.0116
"Nuevo régimen contractual público","Entrada en vigor de la Ley de Contrataciones del Estado marca cambios regulatorios sustanciales destinados a optimizar transparencia y rendición de cuentas en operativos públicos.","correo",2016-01-08,"Nuevo régimen contractual público. Entrada en vigor de la Ley de Contrataciones del Estado marca cambios regulatorios sustanciales destinados a optimizar transparencia y rendición de cuentas en operativos públicos.","24","optimizar recursos, beneficios financieros, inversiones, competitivos, planificacion estrategica",0.0216,"-1","Unknown",0.0346,"-1","Unknown",0.0047
"KENBO BAIC Y PEUGEOT PRESENTAN SUS ÚLTIMAS OFERTAS AUTOMOVILÍSTICAS","Kenbo presentó su nueva camioneta SUV 53 mientras que Peugeot introdujo la sedán 208 Facelift. Las características técnicas detalladas muestran diferencias notorias en diseño y funcionalidad adaptándolas a distintos segmentos del mercado automovilístico.","correo",2016-03-05,"KENBO BAIC Y PEUGEOT PRESENTAN SUS ÚLTIMAS OFERTAS AUTOMOVILÍSTICAS. Kenbo presentó su nueva camioneta SUV 53 mientras que Peugeot introdujo la sedán 208 Facelift. Las características técnicas detalladas muestran diferencias notorias en diseño y funcionalidad adaptándolas a distintos segmentos del mercado automovilístico.","111","suv, promocion, mas beneficios, beneficios, sedan",1,"29","agotar stock, premium, concesionarios, www, vehiculos",1,"100","toyota peru, bono descuento, bonos descuento, precios incluyen, concesionarios",0.0715
"Normativa Actualizada Para Administradoras de Fondos de Pensión","La SBS implementará cambios regulatorios requiriendo que las AFP cuenten con mínimo dos directores independientes, buscando fortalecer estándares de gobierno corporativo.","correo",2015-10-29,"Normativa Actualizada Para Administradoras de Fondos de Pensión. La SBS implementará cambios regulatorios requiriendo que las AFP cuenten con mínimo dos directores independientes, buscando fortalecer estándares de gobierno corporativo.","24","optimizar recursos, beneficios financieros, inversiones, competitivos, planificacion estrategica",0.1436,"23","previsional, sistema privado pensiones, pension, privadas fondos pensiones, privado pensiones",0.035,"33","fondos pensiones afp, fondos afp, pensiones afp, seguros afp sbs, privadas fondos pensiones",0.0392
"Donald Trump pierde liderazgo en encuestas","Comienza a declinar el índice de popularidad de Donald Trump dentro del movimiento republicano. El líder en las preferencias electorales según una encuesta conjunta de The New York Times y CBS News es el neurólogo afroamericano Ben Carson, obteniendo un 26%. Esta situación marca la primera baja notable de Trump en las mediciones desde junio último.","correo",2015-10-28,"Donald Trump pierde liderazgo en encuestas. Comienza a declinar el índice de popularidad de Donald Trump dentro del movimiento republicano. El líder en las preferencias electorales según una encuesta conjunta de The New York Times y CBS News es el neurólogo afroamericano Ben Carson, obteniendo un 26%. Esta situación marca la primera baja notable de Trump en las mediciones desde junio último.","100","presidencial donald trump, republicano donald trump, hillary clinton, donald trump muestra, presidencial donald",0.4596,"57","nominacion presidencial, elecciones presidenciales ee, elecciones presidenciales, presidente donald trump, ventaja",0.0526,"35","presidente electo estados, electo estados unidos, elecciones presidenciales ee, elecciones presidenciales, presidente donald trump",0.047
"Correspondencia Internacional","**Donald Trump**, líder republicano, fortalece campaña electoral tras victoria en Iowa.   Actualmente, Venezuela está comprando petróleo a EE.UU., situación nunca vista hasta ahora, señalan reportajes globales destacando cambios geopolíticos relevantes. Adicionalmente, discuten implicaciones de acciones judiciales relacionadas con WikiLeaks y Julian Assange.","correo",2016-02-05,"Correspondencia Internacional. **Donald Trump**, líder republicano, fortalece campaña electoral tras victoria en Iowa.   Actualmente, Venezuela está comprando petróleo a EE.UU., situación nunca vista hasta ahora, señalan reportajes globales destacando cambios geopolíticos relevantes. Adicionalmente, discuten implicaciones de acciones judiciales relacionadas con WikiLeaks y Julian Assange.","-1","Unknown",0.0076,"57","nominacion presidencial, elecciones presidenciales ee, elecciones presidenciales, presidente donald trump, ventaja",0.0453,"35","presidente electo estados, electo estados unidos, elecciones presidenciales ee, elecciones presidenciales, presidente donald trump",0.0188
"Portabilidad móvil incrementa competitividad","Desde 2014, más de 2 millones de usuarios cambiaron proveedor manteniendo números originales gracias a nuevas regulaciones, impactando significativamente en concentración de mercados y costos asociados.","correo",2016-09-06,"Portabilidad móvil incrementa competitividad. Desde 2014, más de 2 millones de usuarios cambiaron proveedor manteniendo números originales gracias a nuevas regulaciones, impactando significativamente en concentración de mercados y costos asociados.","24","optimizar recursos, beneficios financieros, inversiones, competitivos, planificacion estrategica",0.0161,"33","clientes potenciales, iniciar negocio, maximizar, emprendedores, innovacion",0.0573,"173","servicios telecomunicaciones, datos proporcionados osiptel, telecomunicaciones, claro entel, lineas moviles",1
"Control de plagas clave en sanidad","Las regulaciones actúan supervisando la calidad de los alimentos industriales, mientras que organismos gubernamentales implementan acciones correctivas tras detectar irregularidades significativas en instalaciones culinarias.","correo",2015-04-05,"Control de plagas clave en sanidad. Las regulaciones actúan supervisando la calidad de los alimentos industriales, mientras que organismos gubernamentales implementan acciones correctivas tras detectar irregularidades significativas en instalaciones culinarias.","24","optimizar recursos, beneficios financieros, inversiones, competitivos, planificacion estrategica",0.0509,"-1","Unknown",0.0186,"-1","Unknown",0.0155
"Denuncia irregularidades en adjudicación de contrato público","Las autoridades señalaron que hubo beneficios indebidos durante el procedimiento contractual, afectando así la competencia equitativa.","correo",2015-01-08,"Denuncia irregularidades en adjudicación de contrato público. Las autoridades señalaron que hubo beneficios indebidos durante el procedimiento contractual, afectando así la competencia equitativa.","24","optimizar recursos, beneficios financieros, inversiones, competitivos, planificacion estrategica",0.2401,"-1","Unknown",0.0336,"9","judiciales relevantes, casos judiciales, procesos judiciales, decisiones judiciales, casos corrupcion",0.0167
"Implante Anticonceptivo Gratuito Disponible","Ingresará en vigor un método anticonceptivo gratuito altamente efectivo, accesible en diversos hospitales y clínicas públicas del país.","correo",2015-09-28,"Implante Anticonceptivo Gratuito Disponible. Ingresará en vigor un método anticonceptivo gratuito altamente efectivo, accesible en diversos hospitales y clínicas públicas del país.","24","optimizar recursos, beneficios financieros, inversiones, competitivos, planificacion estrategica",0.0366,"-1","Unknown",0.0303,"-1","Unknown",0.0456
"Adopción de sistemas ERP","Se recomienda evaluar cuidadosamente antes de comprar un programa de información o software ERP, dado que responden específicamente a las necesidades organizativas. Cuáles aspectos priorizar dependen de áreas problemáticas tales como ventas, contabilidad y logística. Informarse detalladamente permite optimización de recursos humanos y mejora competitiva.","correo",2015-09-28,"Adopción de sistemas ERP. Se recomienda evaluar cuidadosamente antes de comprar un programa de información o software ERP, dado que responden específicamente a las necesidades organizativas. Cuáles aspectos priorizar dependen de áreas problemáticas tales como ventas, contabilidad y logística. Informarse detalladamente permite optimización de recursos humanos y mejora competitiva.","24","optimizar recursos, beneficios financieros, inversiones, competitivos, planificacion estrategica",0.1645,"-1","Unknown",0.0293,"-1","Unknown",0.0111
"Hillary Clinton amplía ventaja electoral sobre Donald Trump","Las últimas encuestas sugieren que Hillary Clinton fortaleció considerablemente su posición frente a Donald Trump tras controversias personales manifestadas durante la campaña política estadounidense, mostrando un claro favoritismo en intencionamientos de votos.","correo",2016-08-08,"Hillary Clinton amplía ventaja electoral sobre Donald Trump. Las últimas encuestas sugieren que Hillary Clinton fortaleció considerablemente su posición frente a Donald Trump tras controversias personales manifestadas durante la campaña política estadounidense, mostrando un claro favoritismo en intencionamientos de votos.","100","presidencial donald trump, republicano donald trump, hillary clinton, donald trump muestra, presidencial donald",1,"57","nominacion presidencial, elecciones presidenciales ee, elecciones presidenciales, presidente donald trump, ventaja",1,"35","presidente electo estados, electo estados unidos, elecciones presidenciales ee, elecciones presidenciales, presidente donald trump",1
"Trump domina primarias presidencial republicanas","El estilo abrasivo de Donald Trump, incluyendo sus crticas custicas y abiertas hacia sus rivales, ha conduccido a algunos observadores a afirmar que no tiene el temperamento necesario para ser presidente. Sin embargo, ha dominado practicamente la campaña electoral desde que anunció su candidatura el pasao mes de junio.","correo",2015-08-28,"Trump domina primarias presidencial republicanas. El estilo abrasivo de Donald Trump, incluyendo sus crticas custicas y abiertas hacia sus rivales, ha conduccido a algunos observadores a afirmar que no tiene el temperamento necesario para ser presidente. Sin embargo, ha dominado practicamente la campaña electoral desde que anunció su candidatura el pasao mes de junio.","100","presidencial donald trump, republicano donald trump, hillary clinton, donald trump muestra, presidencial donald",0.1731,"57","nominacion presidencial, elecciones presidenciales ee, elecciones presidenciales, presidente donald trump, ventaja",0.063,"35","presidente electo estados, electo estados unidos, elecciones presidenciales ee, elecciones presidenciales, presidente donald trump",0.1391
"Este carro (...) tiene muchísima más estructura resistente,... ","Este carro (...) tiene mucho más robustez comparado con el anterior. El inconveniente primordial era el freno y embrague en los modelos antiguos. Ahora, todos los elementos están automatizados.   Explicó además que los patrulleros coreanos ofrecen características técnicas avanzadas:  Equipamiento: cámaras de video, lectores de placas de circulación, dispositivos electrónicos y pantallas tácticas. Garantías extensibles a 5 años o 150,000 km. Las unidades policiales fueron diseñadas específicamente para labores de seguridad pública, aunque reconocieron limitaciones en terreno montañoso y selvático. Durabilidad estimada de uso intensivo: aproximadamente 3 años.  Las ventanas frontales del conductor y acompañante incorporan protección balística mediante láminas de kevlar, complementándolas con barreras adicionales de impacto lateral. Además, todas las unidades cuentan con identificación digitalizada de matrículas y optimización tecnológica en software de comando centralizado. Mejoras implementadas también involucran interfaces multimedia modernizadas dentro de la cabina.","correo",2016-07-05,"Este carro (...) tiene muchísima más estructura resistente,... . Este carro (...) tiene mucho más robustez comparado con el anterior. El inconveniente primordial era el freno y embrague en los modelos antiguos. Ahora, todos los elementos están automatizados.   Explicó además que los patrulleros coreanos ofrecen características técnicas avanzadas:  Equipamiento: cámaras de video, lectores de placas de circulación, dispositivos electrónicos y pantallas tácticas. Garantías extensibles a 5 años o 150,000 km. Las unidades policiales fueron diseñadas específicamente para labores de seguridad pública, aunque reconocieron limitaciones en terreno montañoso y selvático. Durabilidad estimada de uso intensivo: aproximadamente 3 años.  Las ventanas frontales del conductor y acompañante incorporan protección balística mediante láminas de kevlar, complementándolas con barreras adicionales de impacto lateral. Además, todas las unidades cuentan con identificación digitalizada de matrículas y optimización tecnológica en software de comando centralizado. Mejoras implementadas también involucran interfaces multimedia modernizadas dentro de la cabina.","111","suv, promocion, mas beneficios, beneficios, sedan",1,"29","agotar stock, premium, concesionarios, www, vehiculos",0.0204,"-1","Unknown",0.023
"BMW X1 llega a Perú","Con nuevas especificaciones técnicas orientadas a mejorar eficiencia y experiencia de conducción, la versión renovada del SUV compacto está diseñada especialmente para jóvenes urbanitas.","correo",2015-11-28,"BMW X1 llega a Perú. Con nuevas especificaciones técnicas orientadas a mejorar eficiencia y experiencia de conducción, la versión renovada del SUV compacto está diseñada especialmente para jóvenes urbanitas.","111","suv, promocion, mas beneficios, beneficios, sedan",0.146,"29","agotar stock, premium, concesionarios, www, vehiculos",0.1432,"-1","Unknown",0.0346
"Nuevo Sedán Luxurious","Lexus introduce el IS 200T, caracterizado por su refinado diseño exterior e innovadoras características internas enfocadas en confort y rendimiento superior gracias a su motor de última generación.","correo",2015-11-28,"Nuevo Sedán Luxurious. Lexus introduce el IS 200T, caracterizado por su refinado diseño exterior e innovadoras características internas enfocadas en confort y rendimiento superior gracias a su motor de última generación.","111","suv, promocion, mas beneficios, beneficios, sedan",0.0622,"29","agotar stock, premium, concesionarios, www, vehiculos",1,"100","toyota peru, bono descuento, bonos descuento, precios incluyen, concesionarios",0.359
"Toytathon hasta Fin de Año","Ofrecimientos exclusivos en Toyota con bonificaciones de hasta 9000 soles disponibles en todas sus concesionarias a nivel nacional hasta el 31 de diciembre.","correo",2015-11-28,"Toytathon hasta Fin de Año. Ofrecimientos exclusivos en Toyota con bonificaciones de hasta 9000 soles disponibles en todas sus concesionarias a nivel nacional hasta el 31 de diciembre.","111","suv, promocion, mas beneficios, beneficios, sedan",0.2614,"29","agotar stock, premium, concesionarios, www, vehiculos",0.1067,"100","toyota peru, bono descuento, bonos descuento, precios incluyen, concesionarios",1
"Minivan Familiar Glorious","Presentada por Dongfeng Sokon, la minivan Glory destaca por su diseño funcional capaz de alojar hasta siete pasajeros además de contar con opciones de conversión GNV para optimización de combustibles.","correo",2015-11-28,"Minivan Familiar Glorious. Presentada por Dongfeng Sokon, la minivan Glory destaca por su diseño funcional capaz de alojar hasta siete pasajeros además de contar con opciones de conversión GNV para optimización de combustibles.","111","suv, promocion, mas beneficios, beneficios, sedan",0.0824,"29","agotar stock, premium, concesionarios, www, vehiculos",0.4436,"-1","Unknown",0.053
"Corporativo Mazda presenta nuevas opciones","Gran diseño en cada detalle * Motor SkyActiv-G 1.5 Tiene 75 caballos de potencia eficiente en rendimiento y 15% menos CO2 Tarjetas: sío  a Brando Hay Sr(a)o O Llamarnos al (01) 7135099 - 080077773 (Lnea Gratuita) o visitarnos en www.mazdap.e VENTAS CORPORATIVAS: (01) 7135356 - 989231936 El tipo de cambio es $/.325 y pudiera variar de acuerdo a fluc-tuaciones del mercado. Oferta vlida hasta el 04/12/2015 y/o hasta agotar stock. Stock disponible para este aviso 05 unidades MAZDA 2 SEDAN MTY 1.5 GS ENTRY (ao 2015). Precio no incluye flete a provincias. Sto las versines HIGH cuentan con MZD Connect. El precio incluye el bono de descuento.","correo",2015-11-27,"Corporativo Mazda presenta nuevas opciones. Gran diseño en cada detalle * Motor SkyActiv-G 1.5 Tiene 75 caballos de potencia eficiente en rendimiento y 15% menos CO2 Tarjetas: sío  a Brando Hay Sr(a)o O Llamarnos al (01) 7135099 - 080077773 (Lnea Gratuita) o visitarnos en www.mazdap.e VENTAS CORPORATIVAS: (01) 7135356 - 989231936 El tipo de cambio es $/.325 y pudiera variar de acuerdo a fluc-tuaciones del mercado. Oferta vlida hasta el 04/12/2015 y/o hasta agotar stock. Stock disponible para este aviso 05 unidades MAZDA 2 SEDAN MTY 1.5 GS ENTRY (ao 2015). Precio no incluye flete a provincias. Sto las versines HIGH cuentan con MZD Connect. El precio incluye el bono de descuento.","111","suv, promocion, mas beneficios, beneficios, sedan",1,"29","agotar stock, premium, concesionarios, www, vehiculos",0.0192,"100","toyota peru, bono descuento, bonos descuento, precios incluyen, concesionarios",0.1733
"CRECE CONFIANZA EMPRENDEDORA POST-ELECTORAL","Incremento notable en endeudamientos corporativos a través de mercados financieros, impulsado por percepción favorable tras primarias electorales.","correo",2016-05-05,"CRECE CONFIANZA EMPRENDEDORA POST-ELECTORAL. Incremento notable en endeudamientos corporativos a través de mercados financieros, impulsado por percepción favorable tras primarias electorales.","24","optimizar recursos, beneficios financieros, inversiones, competitivos, planificacion estrategica",0.1799,"160","notable crecimiento, aumento real, aumento recaudacion, marcaran repunte sector, sector inmobiliario comenzara",1,"59","creditos bancarios, creditos otorgados, creditos vehiculares, asociacion bancos, creditos",0.0423
"Trump triunfa en Supermartes","Donald Trump aseguró victorias decisivas en varias elecciones primarias republicanas celebradas ese día, consolidando aún más su posición dentro del partido rumbo a la nominación presidencial.","correo",2016-03-03,"Trump triunfa en Supermartes. Donald Trump aseguró victorias decisivas en varias elecciones primarias republicanas celebradas ese día, consolidando aún más su posición dentro del partido rumbo a la nominación presidencial.","100","presidencial donald trump, republicano donald trump, hillary clinton, donald trump muestra, presidencial donald",1,"57","nominacion presidencial, elecciones presidenciales ee, elecciones presidenciales, presidente donald trump, ventaja",1,"35","presidente electo estados, electo estados unidos, elecciones presidenciales ee, elecciones presidenciales, presidente donald trump",1
"Donald Trump ganará en Super Martes","Al cierre de esta edición, aún no se conocían los resultados del Supermartes, la jornada electoral más extensa en las primarias estadounidenses y en donde delegados de 12 estados acuden a las urnas. Sin embargo, un sondeo previo realizado por CNN indicaría, por el lado republicano, un 49% de votos a favor de Donald Trump, muy por encima de sus contrincantes más cercanos: Marco Rubio con 16% y Ted Cruz con 15%. Si los resultados del sondeo coinciden con lo que arrojen las urnas, Trump será prácticamente invencible en su camino a la nominación presidencial republicana.","correo",2016-03-02,"Donald Trump ganará en Super Martes. Al cierre de esta edición, aún no se conocían los resultados del Supermartes, la jornada electoral más extensa en las primarias estadounidenses y en donde delegados de 12 estados acuden a las urnas. Sin embargo, un sondeo previo realizado por CNN indicaría, por el lado republicano, un 49% de votos a favor de Donald Trump, muy por encima de sus contrincantes más cercanos: Marco Rubio con 16% y Ted Cruz con 15%. Si los resultados del sondeo coinciden con lo que arrojen las urnas, Trump será prácticamente invencible en su camino a la nominación presidencial republicana.","100","presidencial donald trump, republicano donald trump, hillary clinton, donald trump muestra, presidencial donald",1,"57","nominacion presidencial, elecciones presidenciales ee, elecciones presidenciales, presidente donald trump, ventaja",0.291,"35","presidente electo estados, electo estados unidos, elecciones presidenciales ee, elecciones presidenciales, presidente donald trump",0.2376
"Promocionales Ofertas Especiales","Cutting-edge promotions include offers where customers redeem items using collected coupons presented together with reservation codes obtained upon completing specific forms available online or telephonically ensuring participation eligibility criteria fulfillment before claiming prizes outlined explicitly.","correo",2016-09-05,"Promocionales Ofertas Especiales. Cutting-edge promotions include offers where customers redeem items using collected coupons presented together with reservation codes obtained upon completing specific forms available online or telephonically ensuring participation eligibility criteria fulfillment before claiming prizes outlined explicitly.","24","optimizar recursos, beneficios financieros, inversiones, competitivos, planificacion estrategica",0.0204,"1","concerning, towards, government, first, ministry",0.585,"134","electrodomesticos, refrigeradoras, compras superiores, promociones validas, televisores",0.1192
