"headline","content","newspaper","date","combined_text","model_0_topic","model_0_topic_label","model_0_prob","model_1_topic","model_1_topic_label","model_1_prob","model_2_topic","model_2_topic_label","model_2_prob"
"Abuso burocrático obstaculiza progreso industrial","Roberto Abusada recomienda adoptar sistemas informatizados para optimizar procedimientos administrativos, argumentando que esto facilitará el flujo comercial y reduce barreras regulatorias que sofocan potencialmente el dinamismo empresarial.","correo",2015-01-07,"Abuso burocrático obstaculiza progreso industrial. Roberto Abusada recomienda adoptar sistemas informatizados para optimizar procedimientos administrativos, argumentando que esto facilitará el flujo comercial y reduce barreras regulatorias que sofocan potencialmente el dinamismo empresarial.","24","optimizar recursos, beneficios financieros, inversiones, competitivos, planificacion estrategica",0.1605,"51","tributaria aumenta, recaudacion tributaria aumenta, menos impuestos, impuesto general, impuesto general ventas",0.4544,"-1","Unknown",0.0033
"Trámites complicados para pensionistas","Personas buscando acceder a sus fondos de pensiones encuentran barreras burocráticas, especialmente relacionadas con certificaciones requeridas por instituciones financieras.","correo",2016-07-05,"Trámites complicados para pensionistas. Personas buscando acceder a sus fondos de pensiones encuentran barreras burocráticas, especialmente relacionadas con certificaciones requeridas por instituciones financieras.","34","privadas fondos pensiones, fondos pensiones, fondos pension, fondo pensiones, pensiones afp",0.3846,"51","tributaria aumenta, recaudacion tributaria aumenta, menos impuestos, impuesto general, impuesto general ventas",1,"-1","Unknown",0.0267
"El primer ministro presenta retos económicos","El nuevo primer ministro no necesita debates políticos que terminan en insultos, tiene el reto de presentar al Congreso medidas que generen un shock de confianza para terminar con la desaceleración de la economía e impulsar el inicio de obras en grandes proyectos de infraestructura y minería.  Algunas medidas urgentes para impulsar la inversión privada en infraestructura serían: poner en marcha la autorización única que entregaría el concedente al concesionario contra una garantía bancaria de cumplimiento de requisitos, y control ex post, lo que permitirá iniciar pronto obras en proyectos de asociaciones público-privadas (APP) adjudicados por más de $15,000 millones; autorizar nuevas herramientas diversas, para completar las expropiaciones, que son la supertraba que atraza los grandes proyectos; anunciar un programa de mediano plazo de adjudicaciones de APP e iniciativas privadas cofinanciadas (IPC) a cinco años para darle horizonte de continuación a los inversionistas y atraer más postores a los concursos de Promoción; hacer un esfuerzo especial para resolver las adendas pendientes, que han detenido en algunos casos por más de cinco años el avance de grandes obras de APP, sobre todo en transporte.","correo",2015-04-05,"El primer ministro presenta retos económicos. El nuevo primer ministro no necesita debates políticos que terminan en insultos, tiene el reto de presentar al Congreso medidas que generen un shock de confianza para terminar con la desaceleración de la economía e impulsar el inicio de obras en grandes proyectos de infraestructura y minería.  Algunas medidas urgentes para impulsar la inversión privada en infraestructura serían: poner en marcha la autorización única que entregaría el concedente al concesionario contra una garantía bancaria de cumplimiento de requisitos, y control ex post, lo que permitirá iniciar pronto obras en proyectos de asociaciones público-privadas (APP) adjudicados por más de $15,000 millones; autorizar nuevas herramientas diversas, para completar las expropiaciones, que son la supertraba que atraza los grandes proyectos; anunciar un programa de mediano plazo de adjudicaciones de APP e iniciativas privadas cofinanciadas (IPC) a cinco años para darle horizonte de continuación a los inversionistas y atraer más postores a los concursos de Promoción; hacer un esfuerzo especial para resolver las adendas pendientes, que han detenido en algunos casos por más de cinco años el avance de grandes obras de APP, sobre todo en transporte.","-1","Unknown",0.0147,"-1","Unknown",0.0498,"169","ministerio economia finanzas, ministerio economia, ministerio economia destaca, plan nacional infraestructura, infraestructura competitividad",1
"José Gallardo Ku Menor Carga Tributa 2;","Con motivo del homenaje por el Día del Trabajador, se discutió la necesidad de facilitar condiciones favorables para las Micro y Pequeñas Empresas (MyPEs), proponiendo incentivos impositivos menores para estimular su formalización y contribuir así al empleo de calidad.","correo",2015-05-02,"José Gallardo Ku Menor Carga Tributa 2;. Con motivo del homenaje por el Día del Trabajador, se discutió la necesidad de facilitar condiciones favorables para las Micro y Pequeñas Empresas (MyPEs), proponiendo incentivos impositivos menores para estimular su formalización y contribuir así al empleo de calidad.","25","pago participacion utilidades, participacion utilidades, utilidades empresa, pago utilidades, utilidades ejercicio",0.0358,"51","tributaria aumenta, recaudacion tributaria aumenta, menos impuestos, impuesto general, impuesto general ventas",0.4283,"38","administracion tributaria sunat, tributaria sunat, recaudacion tributaria, nacional administracion tributaria, ventas igv",0.0326
"IMPUESTOS MODIFICADOS IMPACTANTES EMPRENDEDOR ASPIRANTE","Cambios fiscales afectando planes empresariales futuros y decisiones comerciales críticas.","correo",2016-09-02,"IMPUESTOS MODIFICADOS IMPACTANTES EMPRENDEDOR ASPIRANTE. Cambios fiscales afectando planes empresariales futuros y decisiones comerciales críticas.","19","impuesto general ventas, incentivos fiscales, recaudacion tributaria, tributaria sunat, administracion tributaria sunat",0.1678,"51","tributaria aumenta, recaudacion tributaria aumenta, menos impuestos, impuesto general, impuesto general ventas",0.1625,"-1","Unknown",0.0304
"Beneficios laborales evolucionan hacia sistemas flexibles","Empresas adoptan métodos innovativos de compensación salarial, favoreciendo opciones como bonificaciones directas y programas de incentivos adaptados a necesidades particulares de trabajadores.","correo",2016-06-02,"Beneficios laborales evolucionan hacia sistemas flexibles. Empresas adoptan métodos innovativos de compensación salarial, favoreciendo opciones como bonificaciones directas y programas de incentivos adaptados a necesidades particulares de trabajadores.","43","reduccion pobreza, indice pobreza, pobreza, poverty, socio economicas",0.0564,"51","tributaria aumenta, recaudacion tributaria aumenta, menos impuestos, impuesto general, impuesto general ventas",0.1328,"-1","Unknown",0.0119
"Debemos promover la simplificación tributaria...","debemos promover la simplificación tributaria para las pequeñas y medianas empresas para que puedan desarrollarse y crear empleo, con beneficios sociales para los jóvenes y los que buscan trabajo formal.  5. Debemos trabajar en una simplificación tributaria y reducción de las tasas de impuestos para que tengamos más contribuyentes y menos dependencia de unos pocos, que hoy están enfrentando grandes reducciones en sus ingresos, en particular el sector minero.","correo",2015-08-23,"Debemos promover la simplificación tributaria.... debemos promover la simplificación tributaria para las pequeñas y medianas empresas para que puedan desarrollarse y crear empleo, con beneficios sociales para los jóvenes y los que buscan trabajo formal.  5. Debemos trabajar en una simplificación tributaria y reducción de las tasas de impuestos para que tengamos más contribuyentes y menos dependencia de unos pocos, que hoy están enfrentando grandes reducciones en sus ingresos, en particular el sector minero.","-1","Unknown",0.0336,"51","tributaria aumenta, recaudacion tributaria aumenta, menos impuestos, impuesto general, impuesto general ventas",0.2484,"38","administracion tributaria sunat, tributaria sunat, recaudacion tributaria, nacional administracion tributaria, ventas igv",0.023
"Desafíos fiscales requieren atención prioritaria","Autoridades financieras buscan eliminar obstáculos para inversiones estratégicas.","correo",2015-04-30,"Desafíos fiscales requieren atención prioritaria. Autoridades financieras buscan eliminar obstáculos para inversiones estratégicas.","19","impuesto general ventas, incentivos fiscales, recaudacion tributaria, tributaria sunat, administracion tributaria sunat",0.2112,"51","tributaria aumenta, recaudacion tributaria aumenta, menos impuestos, impuesto general, impuesto general ventas",1,"-1","Unknown",0.0054
"Recaudación tributaria aumenta significativamente en Macrorregión Norte","Gracias principalmente al Incremento del Impuesto General a las Ventas (IGV), la Macrorregión Norte logró un ascenso notable en la recolecta de impuestos durante el año anterior.","correo",2015-03-03,"Recaudación tributaria aumenta significativamente en Macrorregión Norte. Gracias principalmente al Incremento del Impuesto General a las Ventas (IGV), la Macrorregión Norte logró un ascenso notable en la recolecta de impuestos durante el año anterior.","19","impuesto general ventas, incentivos fiscales, recaudacion tributaria, tributaria sunat, administracion tributaria sunat",1,"51","tributaria aumenta, recaudacion tributaria aumenta, menos impuestos, impuesto general, impuesto general ventas",0.3016,"38","administracion tributaria sunat, tributaria sunat, recaudacion tributaria, nacional administracion tributaria, ventas igv",0.033
"Deficit Fiscal y Política Tributaria según Economistas","Nosotros no definimos lo que pasa con la economía nacional, cae el precio de los minerales y eso impacta en la parte tributaria; pero si a esto le adicionamos cualquier medida discutible, como la reducción del Impuesto a la Renta, no vamos a tener buenos resultados, advirtió.  Para el próximo gobierno, destacó Burneo, será crucial centrarse en la política tributaria, dado que el Marco Macroeconómico Multianual 2017–2019 indica niveles elevados de endeudamiento público limitando así el margen de acción fiscal disponible.","correo",2016-05-31,"Deficit Fiscal y Política Tributaria según Economistas. Nosotros no definimos lo que pasa con la economía nacional, cae el precio de los minerales y eso impacta en la parte tributaria; pero si a esto le adicionamos cualquier medida discutible, como la reducción del Impuesto a la Renta, no vamos a tener buenos resultados, advirtió.  Para el próximo gobierno, destacó Burneo, será crucial centrarse en la política tributaria, dado que el Marco Macroeconómico Multianual 2017–2019 indica niveles elevados de endeudamiento público limitando así el margen de acción fiscal disponible.","-1","Unknown",0.0307,"-1","Unknown",0.0311,"169","ministerio economia finanzas, ministerio economia, ministerio economia destaca, plan nacional infraestructura, infraestructura competitividad",0.0172
"Menor Impuesto. También Eleva Competitividad de Empresas","Mediante ajustes impositivos, comenzando en enero, se espera mejorar la situación económica personal y corporativa. Esto incluirá disminución del Impuesto a la Renta para individuos y entidades comerciales, incentivando inversiones adicionales y fortaleciendo competencia global.","correo",2014-12-31,"Menor Impuesto. También Eleva Competitividad de Empresas. Mediante ajustes impositivos, comenzando en enero, se espera mejorar la situación económica personal y corporativa. Esto incluirá disminución del Impuesto a la Renta para individuos y entidades comerciales, incentivando inversiones adicionales y fortaleciendo competencia global.","19","impuesto general ventas, incentivos fiscales, recaudacion tributaria, tributaria sunat, administracion tributaria sunat",0.2644,"51","tributaria aumenta, recaudacion tributaria aumenta, menos impuestos, impuesto general, impuesto general ventas",0.4659,"38","administracion tributaria sunat, tributaria sunat, recaudacion tributaria, nacional administracion tributaria, ventas igv",0.0696
"Nuevo régimen fiscal favorece crecimiento económico","Implementación de políticas fiscales renovadoras estimulan expansión empresarial. Medidas tributarias flexibles incentivando reinversiones internas. Empresas registran aumento notable en utilidades netas, contribuyendo positivamente al Producto Interno Bruto (PIB). Sector manufacturero lidera transformación industrial beneficiándose directamente de rebajas tarifarias específicas. Economistas anticipan consolidación financiera prolongada impulsada por reformas estructurales.","correo",2016-08-26,"Nuevo régimen fiscal favorece crecimiento económico. Implementación de políticas fiscales renovadoras estimulan expansión empresarial. Medidas tributarias flexibles incentivando reinversiones internas. Empresas registran aumento notable en utilidades netas, contribuyendo positivamente al Producto Interno Bruto (PIB). Sector manufacturero lidera transformación industrial beneficiándose directamente de rebajas tarifarias específicas. Economistas anticipan consolidación financiera prolongada impulsada por reformas estructurales.","19","impuesto general ventas, incentivos fiscales, recaudacion tributaria, tributaria sunat, administracion tributaria sunat",0.1718,"51","tributaria aumenta, recaudacion tributaria aumenta, menos impuestos, impuesto general, impuesto general ventas",0.1646,"-1","Unknown",0.0256
"Recaudación tributaria aumenta significativamente en Macrorregión Norte","Gracias principalmente al Incremento del Impuesto General a las Ventas (IGV), la Macrorregión Norte logró un ascenso notable en la recolecta de impuestos durante el año anterior.","correo",2015-02-28,"Recaudación tributaria aumenta significativamente en Macrorregión Norte. Gracias principalmente al Incremento del Impuesto General a las Ventas (IGV), la Macrorregión Norte logró un ascenso notable en la recolecta de impuestos durante el año anterior.","19","impuesto general ventas, incentivos fiscales, recaudacion tributaria, tributaria sunat, administracion tributaria sunat",1,"51","tributaria aumenta, recaudacion tributaria aumenta, menos impuestos, impuesto general, impuesto general ventas",0.2648,"38","administracion tributaria sunat, tributaria sunat, recaudacion tributaria, nacional administracion tributaria, ventas igv",0.0354
"Menos Trámites Burocráticos Facilitará Inversiones Regionales","Reducir procedimientos complejos agilizaría procesos de inversión regional, facilitando así el desarrollo económico en diversas áreas geográficas del país.","correo",2016-07-30,"Menos Trámites Burocráticos Facilitará Inversiones Regionales. Reducir procedimientos complejos agilizaría procesos de inversión regional, facilitando así el desarrollo económico en diversas áreas geográficas del país.","43","reduccion pobreza, indice pobreza, pobreza, poverty, socio economicas",0.0883,"51","tributaria aumenta, recaudacion tributaria aumenta, menos impuestos, impuesto general, impuesto general ventas",0.0268,"-1","Unknown",0.0646
"Factoring Beneficia a MIPYMES","Reducción drástica de costos de intereses para mipymes bajo mecanismo de descuento de facturas propone mejorar condiciones crediticias. Esta iniciativa podría reducir cargas financieras significativamente, favoreciendo el flujo de capitales dentro del tejido empresarial menor.","correo",2014-12-18,"Factoring Beneficia a MIPYMES. Reducción drástica de costos de intereses para mipymes bajo mecanismo de descuento de facturas propone mejorar condiciones crediticias. Esta iniciativa podría reducir cargas financieras significativamente, favoreciendo el flujo de capitales dentro del tejido empresarial menor.","-1","Unknown",0.0565,"51","tributaria aumenta, recaudacion tributaria aumenta, menos impuestos, impuesto general, impuesto general ventas",0.0744,"-1","Unknown",0.0253
"Revisión Económica: Presupuesto Regional y Canon Minerío","Anticipa ajustes financieros futuros basados en fluctuaciones económicas globales y locales. Sugiere optimización de prácticas gubernamentales para enfrentar déficits imprevistos mientras promueve diversificación industrial.","correo",2015-11-17,"Revisión Económica: Presupuesto Regional y Canon Minerío. Anticipa ajustes financieros futuros basados en fluctuaciones económicas globales y locales. Sugiere optimización de prácticas gubernamentales para enfrentar déficits imprevistos mientras promueve diversificación industrial.","18","innovaciones tecnologicas, innovacion tecnologica, sectores industriales, nuevas tecnologias, innovaciones",0.0461,"-1","Unknown",0.0041,"169","ministerio economia finanzas, ministerio economia, ministerio economia destaca, plan nacional infraestructura, infraestructura competitividad",0.02
"Brecha En Infraestructura","Sin duda uno de los grandes retos que tendrá el próximo gobierno será generar las condiciones para facilitar las inversiones en infraestructura, aquellas que pueden ayudar a reducir la brecha económica significativa.","correo",2015-12-24,"Brecha En Infraestructura. Sin duda uno de los grandes retos que tendrá el próximo gobierno será generar las condiciones para facilitar las inversiones en infraestructura, aquellas que pueden ayudar a reducir la brecha económica significativa.","-1","Unknown",0.0092,"-1","Unknown",0.0247,"169","ministerio economia finanzas, ministerio economia, ministerio economia destaca, plan nacional infraestructura, infraestructura competitividad",1
