"headline","content","newspaper","date","combined_text","model_0_topic","model_0_topic_label","model_0_prob","model_1_topic","model_1_topic_label","model_1_prob","model_2_topic","model_2_topic_label","model_2_prob"
"Nuevo estudio destaca impacto ambiental urbano","Investigadores locales publicaron resultados preliminares indicando que más del 60% de la contaminación atmosférica proviene de actividades urbanas intensivas. Esto incluye transporte público deficiente y falta de regulación industrial adecuada.","correo",2015-08-31,"Nuevo estudio destaca impacto ambiental urbano. Investigadores locales publicaron resultados preliminares indicando que más del 60% de la contaminación atmosférica proviene de actividades urbanas intensivas. Esto incluye transporte público deficiente y falta de regulación industrial adecuada.","-1","Unknown",0.109,"-1","Unknown",0.0521,"138","residuos solidos urbanos, acumulacion residuos solidos, problemas ambientales, contaminacion urbana, residuos solidos",1
"SAN LUIS Y SAN JUAN DE MIRAFLORES DECLARAN EMERGENCIA AMBIENTAL","Los alcaldes de San Juan de Miraflores, Javier Altamirano, y de San Luis, Ronald Fuertes, están evaluando declarar estados de emergencia debido a problemas ambientales severos combinados con numerosas deudas municipales. Altamirano destacó que su jurisdicción enfrenta una crisis sanitaria significativa causada principalmente por residuos sólidos acumulados, mientras que Fuertes reportó hallazgos alarmantes relacionados con recursos financieros limitados disponibles en la tesorería local.","correo",2015-01-12,"SAN LUIS Y SAN JUAN DE MIRAFLORES DECLARAN EMERGENCIA AMBIENTAL. Los alcaldes de San Juan de Miraflores, Javier Altamirano, y de San Luis, Ronald Fuertes, están evaluando declarar estados de emergencia debido a problemas ambientales severos combinados con numerosas deudas municipales. Altamirano destacó que su jurisdicción enfrenta una crisis sanitaria significativa causada principalmente por residuos sólidos acumulados, mientras que Fuertes reportó hallazgos alarmantes relacionados con recursos financieros limitados disponibles en la tesorería local.","-1","Unknown",0.0317,"-1","Unknown",0.1168,"138","residuos solidos urbanos, acumulacion residuos solidos, problemas ambientales, contaminacion urbana, residuos solidos",0.0768
"LEADER OF APP PLACES PROPAGANDA IN UNIVERSITY BUILDING","Candidates under scrutiny for using universities resources for campaign purposes. Paz de la Barrā claims dirty war comes from \the gang of Alan Garcīla\. The candidate president of Alliance For Progress (APP), Cesar Acua, faces allegations over his supposed partisan promotion activities within the University Cesar Vallejo (UCV), which belongs to him during election campaigns. However, its noted that he isn’t alone facing such accusations. His brother, also a congressman named Richard Acua, has been distributing Christmas cakes across hospitals in La Libertad region. Additionally, there’s mention of another case involving congress member Jose Luna from Solidarity National party who uses funds improperly through institutions like TeleSup university, owned by himself, for political campaigning. According to legislation, educational establishments cannot utilize their assets for political and propagandistic ends. This misuse involves leveraging state subsidies provided tax-free according to constitutional provisions—approximately forty percent of these funds being used illicitly. In response to criticisms, Luis Ibērico, head of Congress and leader of APP, assures clarifications will follow regarding charges against Cesar Acua concerning improper usage of UC Valeria facilities for promotional endeavors.","correo",2015-12-18,"LEADER OF APP PLACES PROPAGANDA IN UNIVERSITY BUILDING. Candidates under scrutiny for using universities resources for campaign purposes. Paz de la Barrā claims dirty war comes from \the gang of Alan Garcīla\. The candidate president of Alliance For Progress (APP), Cesar Acua, faces allegations over his supposed partisan promotion activities within the University Cesar Vallejo (UCV), which belongs to him during election campaigns. However, its noted that he isn’t alone facing such accusations. His brother, also a congressman named Richard Acua, has been distributing Christmas cakes across hospitals in La Libertad region. Additionally, there’s mention of another case involving congress member Jose Luna from Solidarity National party who uses funds improperly through institutions like TeleSup university, owned by himself, for political campaigning. According to legislation, educational establishments cannot utilize their assets for political and propagandistic ends. This misuse involves leveraging state subsidies provided tax-free according to constitutional provisions—approximately forty percent of these funds being used illicitly. In response to criticisms, Luis Ibērico, head of Congress and leader of APP, assures clarifications will follow regarding charges against Cesar Acua concerning improper usage of UC Valeria facilities for promotional endeavors.","-1","Unknown",0.014,"1","concerning, towards, government, first, ministry",0.417,"64","acusaciones plagio, cesar acuna peralta, presidencial alianza progreso, cesar acuna, acuna peralta",0.0101
"Organización ambiental reporta preocupantes niveles de contaminación urbana","El OEFA señala que numerosos vertederos urbanos están funcionando en situaciones alarmantes, recibiendo grandes volúmenes de desperdicios cotidianamente, exacerbando riesgos sanitarios y medioambientales severos.","correo",2015-03-12,"Organización ambiental reporta preocupantes niveles de contaminación urbana. El OEFA señala que numerosos vertederos urbanos están funcionando en situaciones alarmantes, recibiendo grandes volúmenes de desperdicios cotidianamente, exacerbando riesgos sanitarios y medioambientales severos.","155","contaminacion urbana, residuos solidos urbanos, contaminacion ambiental, solidos urbanos, problemas ambientales",0.1429,"-1","Unknown",0.0895,"138","residuos solidos urbanos, acumulacion residuos solidos, problemas ambientales, contaminacion urbana, residuos solidos",0.0572
"Renuncia significativa en el ámbito educativo","Francisco Mir Quesada renunció al cargo de rector de la Universidad César Vallejo, vinculado directamente a Óscar Acuña, candidato presidencial de Alianza Para el Progreso (APP). Confirmada por medios locales, dicha dimisión surge después de múltiples especulaciones relacionadas con casos de supuestos plagios atribuidos a Acuña, incluida la apropiación indebida de contenido intelectual ajeno. Además, existe incertidumbre sobre posibles futuras renuncias dentro de la administración universitaria afectada.","correo",2016-02-08,"Renuncia significativa en el ámbito educativo. Francisco Mir Quesada renunció al cargo de rector de la Universidad César Vallejo, vinculado directamente a Óscar Acuña, candidato presidencial de Alianza Para el Progreso (APP). Confirmada por medios locales, dicha dimisión surge después de múltiples especulaciones relacionadas con casos de supuestos plagios atribuidos a Acuña, incluida la apropiación indebida de contenido intelectual ajeno. Además, existe incertidumbre sobre posibles futuras renuncias dentro de la administración universitaria afectada.","-1","Unknown",0.0522,"-1","Unknown",0.1232,"64","acusaciones plagio, cesar acuna peralta, presidencial alianza progreso, cesar acuna, acuna peralta",0.0236
"Controversia política: Comparación controvertida genera críticas","Mal de muchos, consuelo de tontos, dicen rivales políticos Lo que está demostrado es que sí existen similitudes entre Acuña y King, agregó Quesada. El líder de Alianza Para el Progreso, además de plagiar una tesis, también robó otras obras. En tanto, Quesada afirmó que la estrategia de Favre merece respuesta basándose en dicho refrán popular, argumentando que favorece la normalización del plagio. Como todos han cometido plagio, éste queda justificado. Eso es lo que sugiere (Favre) sobre el plagio de su protegido, así como el de otros involucrados, concluye.","correo",2016-02-08,"Controversia política: Comparación controvertida genera críticas. Mal de muchos, consuelo de tontos, dicen rivales políticos Lo que está demostrado es que sí existen similitudes entre Acuña y King, agregó Quesada. El líder de Alianza Para el Progreso, además de plagiar una tesis, también robó otras obras. En tanto, Quesada afirmó que la estrategia de Favre merece respuesta basándose en dicho refrán popular, argumentando que favorece la normalización del plagio. Como todos han cometido plagio, éste queda justificado. Eso es lo que sugiere (Favre) sobre el plagio de su protegido, así como el de otros involucrados, concluye.","-1","Unknown",0.0215,"-1","Unknown",0.0122,"64","acusaciones plagio, cesar acuna peralta, presidencial alianza progreso, cesar acuna, acuna peralta",0.0403
"Así respondió Luis Favre a quienes critican su nuevo spot","Correo Secuencia de denuciass por presunto plagio Desde fines de enero surgieron los primeros Indicios y evidencias de presunto plagio del candidato Acua en diversos ensayos académicos. Ana Lescano Yaya ______ mescanogrupoepensae ______ Icierre de esta edición, el asalto publicitario en que el señor brasileño Luis Favre destaca que el defensor de los derechos civiles afroamericanos Martin Luther King plagió su tesis doctoral, y que de manera implícita compara su caso con el de su patrocinado Óscar Acuña, candidato presidencial de Alianza Para el Progreso (APP), fue visto cerca de 250 mil veces en YouTube.  Tras ejecutar la primera fase de su estrategia para neutralizar los daños a la candidatura presidencial de Acuña por las diversas acusaciones de plagio, Favre anunció el lanzamiento de un segundo spot publicitario.","correo",2016-02-08,"Así respondió Luis Favre a quienes critican su nuevo spot. Correo Secuencia de denuciass por presunto plagio Desde fines de enero surgieron los primeros Indicios y evidencias de presunto plagio del candidato Acua en diversos ensayos académicos. Ana Lescano Yaya ______ mescanogrupoepensae ______ Icierre de esta edición, el asalto publicitario en que el señor brasileño Luis Favre destaca que el defensor de los derechos civiles afroamericanos Martin Luther King plagió su tesis doctoral, y que de manera implícita compara su caso con el de su patrocinado Óscar Acuña, candidato presidencial de Alianza Para el Progreso (APP), fue visto cerca de 250 mil veces en YouTube.  Tras ejecutar la primera fase de su estrategia para neutralizar los daños a la candidatura presidencial de Acuña por las diversas acusaciones de plagio, Favre anunció el lanzamiento de un segundo spot publicitario.","-1","Unknown",0.0013,"-1","Unknown",0.0017,"64","acusaciones plagio, cesar acuna peralta, presidencial alianza progreso, cesar acuna, acuna peralta",0.0462
"Multas Impuestas por Plagio Detectado por Indecopi","Institución determinó que el líder del APP, Csar Acuña, realizó plagio en su tesis doctoral. Como resultado, ambos deben enfrentar sanciones económicas significativas.","correo",2016-09-08,"Multas Impuestas por Plagio Detectado por Indecopi. Institución determinó que el líder del APP, Csar Acuña, realizó plagio en su tesis doctoral. Como resultado, ambos deben enfrentar sanciones económicas significativas.","-1","Unknown",0.0179,"-1","Unknown",0.0252,"64","acusaciones plagio, cesar acuna peralta, presidencial alianza progreso, cesar acuna, acuna peralta",1
"Richard Acuña:","Mi padre, como cualquier persona, cometió un error   Acuña Jr. habla con cautela sobre denuncia.  El congresista Richard Acuña defendió a su padre, el candidato presidencial César Acuña Peralta (Alianza Para el Progreso), de las acusaciones en su contra.  De este modo habló sobre la denuncia por violación en contra del exgobernador regional en 1988 y que luego fue retirada por la supuesta víctima, Rosa del Carmen Gutiérrez Rodríguez.  «Mi padre, como cualquier persona, cometió un error y fue responsable del niño (que tuvo con Gutiérrez), nunca lo abandoné. Los medios de comunicación deben dedicarse a difundir las propuestas de los candidatos y no temas familiares», sostuvo en RPP.  De otro lado, evitó opinar sobre lo afirmado por su madre, la también congresista Rosa Núñez, quien acusó a César Acuña Peralta de haberla agredido físicamente y emocionalmente. «Es un tema delicado. Yo respeto a ambos, pero no soy la persona que debería responder sobre este caso», comentó.","correo",2015-11-30,"Richard Acuña:. Mi padre, como cualquier persona, cometió un error   Acuña Jr. habla con cautela sobre denuncia.  El congresista Richard Acuña defendió a su padre, el candidato presidencial César Acuña Peralta (Alianza Para el Progreso), de las acusaciones en su contra.  De este modo habló sobre la denuncia por violación en contra del exgobernador regional en 1988 y que luego fue retirada por la supuesta víctima, Rosa del Carmen Gutiérrez Rodríguez.  «Mi padre, como cualquier persona, cometió un error y fue responsable del niño (que tuvo con Gutiérrez), nunca lo abandoné. Los medios de comunicación deben dedicarse a difundir las propuestas de los candidatos y no temas familiares», sostuvo en RPP.  De otro lado, evitó opinar sobre lo afirmado por su madre, la también congresista Rosa Núñez, quien acusó a César Acuña Peralta de haberla agredido físicamente y emocionalmente. «Es un tema delicado. Yo respeto a ambos, pero no soy la persona que debería responder sobre este caso», comentó.","-1","Unknown",0.0236,"-1","Unknown",0.0046,"64","acusaciones plagio, cesar acuna peralta, presidencial alianza progreso, cesar acuna, acuna peralta",0.006
"Operativos de Rescate Continúan en Huanuco","Continúa la remoción de tierras sepultadas por el huaico en Maravillas, afectando infraestructuras locales.","correo",2015-01-11,"Operativos de Rescate Continúan en Huanuco. Continúa la remoción de tierras sepultadas por el huaico en Maravillas, afectando infraestructuras locales.","155","contaminacion urbana, residuos solidos urbanos, contaminacion ambiental, solidos urbanos, problemas ambientales",0.1122,"-1","Unknown",0.0265,"-1","Unknown",0.0241
"TODO LO INVESTIGAN.","Las reacciones de diversas instancias competentes fueron rápidas respecto al tema. Francisco Taveras, Presidente del Jurado Nacional de Elecciones (JNE), urgió públicamente al Jurado Electoral Especial (JEE) de Lima Centro 1 iniciar una pesquisa de oficio relacionada con la duplicación de obras académicas atribuida a Acuña. Esta posición fue ratificada mediante un comunicado oficial del organismo electoral, destacándose la importancia de tal acción frente a tales acusaciones. Además, el Director Central de Gestión Nacional del JNE generó un reporte detallado incluyendo también sospechas de plagio en trabajos académicos previos de Acuña, enviándolo a distintas autoridades pertinentes para continuar con las averiguaciones correspondientes.","correo",2016-02-06,"TODO LO INVESTIGAN.. Las reacciones de diversas instancias competentes fueron rápidas respecto al tema. Francisco Taveras, Presidente del Jurado Nacional de Elecciones (JNE), urgió públicamente al Jurado Electoral Especial (JEE) de Lima Centro 1 iniciar una pesquisa de oficio relacionada con la duplicación de obras académicas atribuida a Acuña. Esta posición fue ratificada mediante un comunicado oficial del organismo electoral, destacándose la importancia de tal acción frente a tales acusaciones. Además, el Director Central de Gestión Nacional del JNE generó un reporte detallado incluyendo también sospechas de plagio en trabajos académicos previos de Acuña, enviándolo a distintas autoridades pertinentes para continuar con las averiguaciones correspondientes.","-1","Unknown",0.0133,"-1","Unknown",0.0107,"64","acusaciones plagio, cesar acuna peralta, presidencial alianza progreso, cesar acuna, acuna peralta",0.0082
