"headline";"subheadline";"author";"content";"newspaper_name";"publication_date";"page_number"
"NA";"NA";"NA";"El Ministerio de Turismo informó hoy que el país recibió un récord de turistas extranjeros durante el primer semestre del año. Según los datos oficiales, el país recibió más de 5 millones de turistas extranjeros, lo que representa un aumento del 15% en comparación con el mismo período del año pasado. Las autoridades turísticas destacaron que el país se ha convertido en un destino turístico cada vez más atractivo para los extranjeros.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo plan de inversión en infraestructura para mejorar las carreteras y los puentes del país. El plan, que cuenta con una financiación de $500 millones, permitirá reparar y construir nuevas carreteras y puentes en todo el país. Las autoridades viales destacaron que el plan mejorará la conectividad y facilitará el transporte de mercancías y personas.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Medio Ambiente informó hoy que se registraron incendios forestales en varias provincias del país. Los incendios, que se originaron por causas desconocidas, han destruido miles de hectáreas de bosques y pastizales. Las autoridades ambientales están trabajando para controlar los incendios y evitar que se propaguen a zonas pobladas.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo programa de apoyo a las empresas afectadas por la pandemia. El programa, que cuenta con una financiación de $300 millones, permitirá otorgar créditos a las empresas para que puedan superar las dificultades económicas causadas por la pandemia. Las autoridades económicas destacaron que el programa ayudará a preservar el empleo y a reactivar la economía.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Cultura informó hoy que se llevará a cabo un festival de cine en la ciudad de Buenos Aires. El festival, que contará con la participación de cineastas de todo el mundo, exhibirá películas de diferentes géneros y temáticas. Las autoridades culturales destacaron que el festival promoverá el arte y la cultura en la ciudad.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo programa de capacitación laboral para jóvenes. El programa, que cuenta con una financiación de $200 millones, permitirá capacitar a jóvenes en diferentes oficios y profesiones. Las autoridades laborales destacaron que el programa ayudará a mejorar la empleabilidad de los jóvenes y a reducir el desempleo.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Salud informó hoy que se ha detectado un nuevo caso de coronavirus en el país. El paciente, que había viajado a Europa, se encuentra aislado y bajo tratamiento médico. Las autoridades sanitarias están realizando un rastreo de contactos para evitar la propagación del virus.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo aumento en las tarifas del gas natural para los usuarios residenciales. El aumento, que promedia el 10%, se justifica por el aumento de los costos de producción y transporte. La medida generó críticas por parte de la oposición, que la calificó de regresiva y perjudicial para los sectores más vulnerables de la población.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Educación informó hoy que se suspenden las clases en varias escuelas de la ciudad de Buenos Aires debido a una protesta docente. Los docentes, que reclaman mejores salarios y condiciones laborales, se concentraron frente al Ministerio de Educación y cortaron el tránsito en varias calles.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo programa de asistencia alimentaria para familias de bajos recursos. El programa, que cuenta con una financiación de $100 millones, permitirá entregar alimentos a familias que se encuentran en situación de vulnerabilidad social. Las autoridades sociales destacaron que el programa ayudará a combatir el hambre y la desnutrición.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Trabajo informó hoy que se registró un aumento en el número de trabajadores registrados en el país. Según los datos oficiales, el número de trabajadores registrados aumentó en un 2% en comparación con el mes anterior. Las autoridades laborales destacaron que el aumento refleja una mejora en el mercado laboral.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo plan de inversión en energías renovables. El plan, que cuenta con una financiación de $500 millones, permitirá construir nuevas plantas de energía solar y eólica en el país. Las autoridades energéticas destacaron que el plan ayudará a reducir la dependencia de los combustibles fósiles.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Medio Ambiente informó hoy que se ha detectado una nueva especie de ave en el país. La especie, que es endémica de la región patagónica, se encuentra en peligro de extinción. Las autoridades ambientales están trabajando para proteger la especie y su hábitat.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo programa de becas para estudiantes de posgrado. El programa, que cuenta con una financiación de $200 millones, permitirá otorgar becas a estudiantes que cursen estudios de posgrado en universidades nacionales y extranjeras. Las autoridades educativas destacaron que el programa ayudará a formar profesionales altamente capacitados.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Salud informó hoy que se ha registrado un aumento en el número de casos de dengue en el país. Las autoridades sanitarias están trabajando para controlar la propagación del virus y evitar que se convierta en una epidemia.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo aumento en las tarifas del agua potable para los usuarios residenciales. El aumento, que promedia el 15%, se justifica por el aumento de los costos de producción y distribución. La medida generó críticas por parte de la oposición, que la calificó de regresiva y perjudicial para los sectores más vulnerables de la población.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Educación informó hoy que se suspenden las clases en varias escuelas de la provincia de Buenos Aires debido a una huelga docente. Los docentes, que reclaman el pago de deudas salariales, se concentraron frente a la sede del gobierno provincial y cortaron el tránsito en varias calles.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo programa de asistencia social para personas mayores. El programa, que cuenta con una financiación de $100 millones, permitirá entregar alimentos y medicamentos a personas mayores que se encuentran en situación de vulnerabilidad social. Las autoridades sociales destacaron que el programa ayudará a mejorar la calidad de vida de las personas mayores.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Trabajo informó hoy que se registró una disminución en el número de trabajadores registrados en el país. Según los datos oficiales, el número de trabajadores registrados disminuyó en un 1% en comparación con el mes anterior. Las autoridades laborales destacaron que la disminución refleja una desaceleración en el mercado laboral.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo plan de inversión en infraestructura vial. El plan, que cuenta con una financiación de $500 millones, permitirá reparar y construir nuevas carreteras y puentes en todo el país. Las autoridades viales destacaron que el plan mejorará la conectividad y facilitará el transporte de mercancías y personas.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Medio Ambiente informó hoy que se ha detectado una nueva especie de planta en el país. La especie, que es endémica de la región chaqueña, se encuentra en peligro de extinción. Las autoridades ambientales están trabajando para proteger la especie y su hábitat.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo programa de becas para estudiantes de origen indígena. El programa, que cuenta con una financiación de $200 millones, permitirá otorgar becas a estudiantes indígenas que cursen estudios universitarios. Las autoridades educativas destacaron que el programa ayudará a promover la inclusión social y la igualdad de oportunidades.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Salud informó hoy que se ha registrado un aumento en el número de casos de gripe en el país. Las autoridades sanitarias están recomendando a la población vacunarse contra la gripe para prevenir la propagación del virus.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo aumento en las tarifas del gas natural para los usuarios industriales. El aumento, que promedia el 10%, se justifica por el aumento de los costos de producción y transporte. La medida generó críticas por parte de la oposición, que la calificó de regresiva y perjudicial para la industria.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Educación informó hoy que se suspenden las clases en varias escuelas de la ciudad de Córdoba debido a una protesta docente. Los docentes, que reclaman el pago de deudas salariales, se concentraron frente al gobierno provincial y cortaron el tránsito en varias calles.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo programa de asistencia alimentaria para familias de bajos recursos. El programa, que cuenta con una financiación de $100 millones, permitirá entregar alimentos a familias que se encuentran en situación de vulnerabilidad social. Las autoridades sociales destacaron que el programa ayudará a combatir el hambre y la desnutrición.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Trabajo informó hoy que se registró un aumento en el número de trabajadores registrados en el país. Según los datos oficiales, el número de trabajadores registrados aumentó en un 2% en comparación con el mes anterior. Las autoridades laborales destacaron que el aumento refleja una mejora en el mercado laboral.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo plan de inversión en energías renovables. El plan, que cuenta con una financiación de $500 millones, permitirá construir nuevas plantas de energía solar y eólica en el país. Las autoridades energéticas destacaron que el plan ayudará a reducir la dependencia de los combustibles fósiles.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Medio Ambiente informó hoy que se ha detectado una nueva especie de ave en el país. La especie, que es endémica de la región patagónica, se encuentra en peligro de extinción. Las autoridades ambientales están trabajando para proteger la especie y su hábitat.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo programa de becas para estudiantes de posgrado. El programa, que cuenta con una financiación de $200 millones, permitirá otorgar becas a estudiantes que cursen estudios de posgrado en universidades nacionales y extranjeras. Las autoridades educativas destacaron que el programa ayudará a formar profesionales altamente capacitados.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Salud informó hoy que se ha registrado un aumento en el número de casos de dengue en el país. Las autoridades sanitarias están trabajando para controlar la propagación del virus y evitar que se convierta en una epidemia.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo aumento en las tarifas del agua potable para los usuarios residenciales. El aumento, que promedia el 15%, se justifica por el aumento de los costos de producción y distribución. La medida generó críticas por parte de la oposición, que la calificó de regresiva y perjudicial para los sectores más vulnerables de la población.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Educación informó hoy que se suspenden las clases en varias escuelas de la provincia de Buenos Aires debido a una huelga docente. Los docentes, que reclaman el pago de deudas salariales, se concentraron frente al gobierno provincial y cortaron el tránsito en varias calles.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo programa de asistencia alimentaria para familias de bajos recursos. El programa, que cuenta con una financiación de $100 millones, permitirá entregar alimentos a familias que se encuentran en situación de vulnerabilidad social. Las autoridades sociales destacaron que el programa ayudará a combatir el hambre y la desnutrición.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Trabajo informó hoy que se registró un aumento en el número de trabajadores registrados en el país. Según los datos oficiales, el número de trabajadores registrados aumentó en un 2% en comparación con el mes anterior. Las autoridades laborales destacaron que el aumento refleja una mejora en el mercado laboral.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo plan de inversión en energías renovables. El plan, que cuenta con una financiación de $500 millones, permitirá construir nuevas plantas de energía solar y eólica en el país. Las autoridades energéticas destacaron que el plan ayudará a reducir la dependencia de los combustibles fósiles.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Medio Ambiente informó hoy que se ha detectado una nueva especie de ave en el país. La especie, que es endémica de la región patagónica, se encuentra en peligro de extinción. Las autoridades ambientales están trabajando para proteger la especie y su hábitat.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo programa de becas para estudiantes de posgrado. El programa, que cuenta con una financiación de $200 millones, permitirá otorgar becas a estudiantes que cursen estudios de posgrado en universidades nacionales y extranjeras. Las autoridades educativas destacaron que el programa ayudará a formar profesionales altamente capacitados.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Salud informó hoy que se ha registrado un aumento en el número de casos de dengue en el país. Las autoridades sanitarias están trabajando para controlar la propagación del virus y evitar que se convierta en una epidemia.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo aumento en las tarifas del agua potable para los usuarios residenciales. El aumento, que promedia el 15%, se justifica por el aumento de los costos de producción y distribución. La medida generó críticas por parte de la oposición, que la calificó de regresiva y perjudicial para los sectores más vulnerables de la población.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Educación informó hoy que se suspenden las clases en varias escuelas de la provincia de Buenos Aires debido a una huelga docente. Los docentes, que reclaman el pago de deudas salariales, se concentraron frente al gobierno provincial y cortaron el tránsito en varias calles.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo programa de asistencia alimentaria para familias de bajos recursos. El programa, que cuenta con una financiación de $100 millones, permitirá entregar alimentos a familias que se encuentran en situación de vulnerabilidad social. Las autoridades sociales destacaron que el programa ayudará a combatir el hambre y la desnutrición.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Trabajo informó hoy que se registró un aumento en el número de trabajadores registrados en el país. Según los datos oficiales, el número de trabajadores registrados aumentó en un 2% en comparación con el mes anterior. Las autoridades laborales destacaron que el aumento refleja una mejora en el mercado laboral.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo plan de inversión en energías renovables. El plan, que cuenta con una financiación de $500 millones, permitirá construir nuevas plantas de energía solar y eólica en el país. Las autoridades energéticas destacaron que el plan ayudará a reducir la dependencia de los combustibles fósiles.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Medio Ambiente informó hoy que se ha detectado una nueva especie de ave en el país. La especie, que es endémica de la región patagónica, se encuentra en peligro de extinción. Las autoridades ambientales están trabajando para proteger la especie y su hábitat.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo programa de becas para estudiantes de posgrado. El programa, que cuenta con una financiación de $200 millones, permitirá otorgar becas a estudiantes que cursen estudios de posgrado en universidades nacionales y extranjeras. Las autoridades educativas destacaron que el programa ayudará a formar profesionales altamente capacitados.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Salud informó hoy que se ha registrado un aumento en el número de casos de dengue en el país. Las autoridades sanitarias están trabajando para controlar la propagación del virus y evitar que se convierta en una epidemia.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo aumento en las tarifas del agua potable para los usuarios residenciales. El aumento, que promedia el 15%, se justifica por el aumento de los costos de producción y distribución. La medida generó críticas por parte de la oposición, que la calificó de regresiva y perjudicial para los sectores más vulnerables de la población.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Educación informó hoy que se suspenden las clases en varias escuelas de la provincia de Buenos Aires debido a una huelga docente. Los docentes, que reclaman el pago de deudas salariales, se concentraron frente al gobierno provincial y cortaron el tránsito en varias calles.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo programa de asistencia alimentaria para familias de bajos recursos. El programa, que cuenta con una financiación de $100 millones, permitirá entregar alimentos a familias que se encuentran en situación de vulnerabilidad social. Las autoridades sociales destacaron que el programa ayudará a combatir el hambre y la desnutrición.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Trabajo informó hoy que se registró un aumento en el número de trabajadores registrados en el país. Según los datos oficiales, el número de trabajadores registrados aumentó en un 2% en comparación con el mes anterior. Las autoridades laborales destacaron que el aumento refleja una mejora en el mercado laboral.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo plan de inversión en energías renovables. El plan, que cuenta con una financiación de $500 millones, permitirá construir nuevas plantas de energía solar y eólica en el país. Las autoridades energéticas destacaron que el plan ayudará a reducir la dependencia de los combustibles fósiles.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Medio Ambiente informó hoy que se ha detectado una nueva especie de ave en el país. La especie, que es endémica de la región patagónica, se encuentra en peligro de extinción. Las autoridades ambientales están trabajando para proteger la especie y su hábitat.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo programa de becas para estudiantes de posgrado. El programa, que cuenta con una financiación de $200 millones, permitirá otorgar becas a estudiantes que cursen estudios de posgrado en universidades nacionales y extranjeras. Las autoridades educativas destacaron que el programa ayudará a formar profesionales altamente capacitados.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Salud informó hoy que se ha registrado un aumento en el número de casos de dengue en el país. Las autoridades sanitarias están trabajando para controlar la propagación del virus y evitar que se convierta en una epidemia.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo aumento en las tarifas del agua potable para los usuarios residenciales. El aumento, que promedia el 15%, se justifica por el aumento de los costos de producción y distribución. La medida generó críticas por parte de la oposición, que la calificó de regresiva y perjudicial para los sectores más vulnerables de la población.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Educación informó hoy que se suspenden las clases en varias escuelas de la provincia de Buenos Aires debido a una huelga docente. Los docentes, que reclaman el pago de deudas salariales, se concentraron frente al gobierno provincial y cortaron el tránsito en varias calles.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo programa de asistencia alimentaria para familias de bajos recursos. El programa, que cuenta con una financiación de $100 millones, permitirá entregar alimentos a familias que se encuentran en situación de vulnerabilidad social. Las autoridades sociales destacaron que el programa ayudará a combatir el hambre y la desnutrición.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Trabajo informó hoy que se registró un aumento en el número de trabajadores registrados en el país. Según los datos oficiales, el número de trabajadores registrados aumentó en un 2% en comparación con el mes anterior. Las autoridades laborales destacaron que el aumento refleja una mejora en el mercado laboral.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo plan de inversión en energías renovables. El plan, que cuenta con una financiación de $500 millones, permitirá construir nuevas plantas de energía solar y eólica en el país. Las autoridades energéticas destacaron que el plan ayudará a reducir la dependencia de los combustibles fósiles.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Medio Ambiente informó hoy que se ha detectado una nueva especie de ave en el país. La especie, que es endémica de la región patagónica, se encuentra en peligro de extinción. Las autoridades ambientales están trabajando para proteger la especie y su hábitat.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo programa de becas para estudiantes de posgrado. El programa, que cuenta con una financiación de $200 millones, permitirá otorgar becas a estudiantes que cursen estudios de posgrado en universidades nacionales y extranjeras. Las autoridades educativas destacaron que el programa ayudará a formar profesionales altamente capacitados.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Salud informó hoy que se ha registrado un aumento en el número de casos de dengue en el país. Las autoridades sanitarias están trabajando para controlar la propagación del virus y evitar que se convierta en una epidemia.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo aumento en las tarifas del agua potable para los usuarios residenciales. El aumento, que promedia el 15%, se justifica por el aumento de los costos de producción y distribución. La medida generó críticas por parte de la oposición, que la calificó de regresiva y perjudicial para los sectores más vulnerables de la población.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Educación informó hoy que se suspenden las clases en varias escuelas de la provincia de Buenos Aires debido a una huelga docente. Los docentes, que reclaman el pago de deudas salariales, se concentraron frente al gobierno provincial y cortaron el tránsito en varias calles.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo programa de asistencia alimentaria para familias de bajos recursos. El programa, que cuenta con una financiación de $100 millones, permitirá entregar alimentos a familias que se encuentran en situación de vulnerabilidad social. Las autoridades sociales destacaron que el programa ayudará a combatir el hambre y la desnutrición.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Trabajo informó hoy que se registró un aumento en el número de trabajadores registrados en el país. Según los datos oficiales, el número de trabajadores registrados aumentó en un 2% en comparación con el mes anterior. Las autoridades laborales destacaron que el aumento refleja una mejora en el mercado laboral.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo plan de inversión en energías renovables. El plan, que cuenta con una financiación de $500 millones, permitirá construir nuevas plantas de energía solar y eólica en el país. Las autoridades energéticas destacaron que el plan ayudará a reducir la dependencia de los combustibles fósiles.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Medio Ambiente informó hoy que se ha detectado una nueva especie de ave en el país. La especie, que es endémica de la región patagónica, se encuentra en peligro de extinción. Las autoridades ambientales están trabajando para proteger la especie y su hábitat.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo programa de becas para estudiantes de posgrado. El programa, que cuenta con una financiación de $200 millones, permitirá otorgar becas a estudiantes que cursen estudios de posgrado en universidades nacionales y extranjeras. Las autoridades educativas destacaron que el programa ayudará a formar profesionales altamente capacitados.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Salud informó hoy que se ha registrado un aumento en el número de casos de dengue en el país. Las autoridades sanitarias están trabajando para controlar la propagación del virus y evitar que se convierta en una epidemia.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo aumento en las tarifas del agua potable para los usuarios residenciales. El aumento, que promedia el 15%, se justifica por el aumento de los costos de producción y distribución. La medida generó críticas por parte de la oposición, que la calificó de regresiva y perjudicial para los sectores más vulnerables de la población.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Educación informó hoy que se suspenden las clases en varias escuelas de la provincia de Buenos Aires debido a una huelga docente. Los docentes, que reclaman el pago de deudas salariales, se concentraron frente al gobierno provincial y cortaron el tránsito en varias calles.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo programa de asistencia alimentaria para familias de bajos recursos. El programa, que cuenta con una financiación de $100 millones, permitirá entregar alimentos a familias que se encuentran en situación de vulnerabilidad social. Las autoridades sociales destacaron que el programa ayudará a combatir el hambre y la desnutrición.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Trabajo informó hoy que se registró un aumento en el número de trabajadores registrados en el país. Según los datos oficiales, el número de trabajadores registrados aumentó en un 2% en comparación con el mes anterior. Las autoridades laborales destacaron que el aumento refleja una mejora en el mercado laboral.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo plan de inversión en energías renovables. El plan, que cuenta con una financiación de $500 millones, permitirá construir nuevas plantas de energía solar y eólica en el país. Las autoridades energéticas destacaron que el plan ayudará a reducir la dependencia de los combustibles fósiles.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Medio Ambiente informó hoy que se ha detectado una nueva especie de ave en el país. La especie, que es endémica de la región patagónica, se encuentra en peligro de extinción. Las autoridades ambientales están trabajando para proteger la especie y su hábitat.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo programa de becas para estudiantes de posgrado. El programa, que cuenta con una financiación de $200 millones, permitirá otorgar becas a estudiantes que cursen estudios de posgrado en universidades nacionales y extranjeras. Las autoridades educativas destacaron que el programa ayudará a formar profesionales altamente capacitados.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Salud informó hoy que se ha registrado un aumento en el número de casos de dengue en el país. Las autoridades sanitarias están trabajando para controlar la propagación del virus y evitar que se convierta en una epidemia.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un nuevo aumento en las tarifas del agua potable para los usuarios residenciales. El aumento, que promedia el 15%, se justifica por el aumento de los costos de producción y distribución. La medida generó críticas por parte de la oposición, que la calificó de regresiva y perjudicial para los sectores más vulnerables de la población.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Educación informó hoy que se suspenden las clases en varias escuelas de la provincia de Buenos Aires debido a una huelga docente. Los docentes, que reclaman el pago de deudas salariales, se concentraron frente al gobierno provincial y cortaron el tránsito en varias calles.";"trome";"2021-03-02";"2"
