"headline";"subheadline";"author";"content";"newspaper_name";"publication_date";"page_number"
"El precio del gas propano aumenta";"NA";"La República";"El precio del gas propano aumentó en las últimas semanas. El aumento se debe a la alta demanda de energía y a la escasez de gas natural. El aumento del precio del gas propano afecta a las familias y a las empresas.";"trome";"2021-03-02";"2"
"El Gobierno anuncia plan de inversión en infraestructura";"NA";"El Tiempo";"El Gobierno Nacional anunció un plan de inversión en infraestructura. El plan incluye la construcción de nuevas carreteras, puentes y aeropuertos. El objetivo del plan es mejorar la conectividad y el desarrollo económico del país.";"trome";"2021-03-02";"2"
"El dólar se mantiene estable";"NA";"Bloomberg";"El dólar se mantuvo estable frente al peso colombiano en la jornada de hoy. La tasa de cambio se ubicó en $4.100 pesos por dólar. Los analistas explican que la estabilidad del dólar se debe a la intervención del Banco de la República en el mercado cambiario.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para combatir la corrupción";"NA";"Presidencia de la República";"El Gobierno Nacional anunció una serie de medidas para combatir la corrupción. Entre las medidas anunciadas se encuentran la creación de una comisión anticorrupción y el fortalecimiento de los mecanismos de control. El objetivo del Gobierno es garantizar la transparencia y la rendición de cuentas en la administración pública.";"trome";"2021-03-02";"2"
"El precio del petróleo baja";"NA";"Reuters";"El precio del petróleo bajó en los mercados internacionales. El barril de petróleo Brent se cotiza a menos de 90 dólares. La baja del precio del petróleo se debe a la preocupación por la desaceleración económica mundial.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de apoyo a las pymes";"NA";"Ministerio de Comercio";"El Gobierno Nacional anunció un programa de apoyo a las pymes. El programa incluye créditos blandos, capacitación y asistencia técnica. El objetivo del programa es fortalecer el tejido empresarial y generar empleo.";"trome";"2021-03-02";"2"
"El dólar supera los $4.200";"NA";"El Espectador";"El dólar superó los $4.200 frente al peso colombiano. La depreciación del peso se debe a la incertidumbre política y económica en el país.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para proteger el medio ambiente";"NA";"Ministerio de Ambiente";"El Gobierno Nacional anunció una serie de medidas para proteger el medio ambiente. Entre las medidas anunciadas se encuentran la creación de nuevas áreas protegidas y la promoción de energías renovables.";"trome";"2021-03-02";"2"
"El precio del gas natural sube";"NA";"Portafolio";"El precio del gas natural subió en los mercados internacionales. El aumento se debe a la alta demanda de energía y a la escasez de gas natural.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de vivienda social";"NA";"Presidencia de la República";"El Gobierno Nacional anunció un programa de vivienda social para familias de bajos recursos. El programa incluye subsidios y créditos blandos para la compra de vivienda.";"trome";"2021-03-02";"2"
"El dólar se mantiene estable";"NA";"Bloomberg";"El dólar se mantuvo estable frente al peso colombiano en la jornada de hoy. La tasa de cambio se ubicó en $4.150 pesos por dólar.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para combatir la deforestación";"NA";"Ministerio de Ambiente";"El Gobierno Nacional anunció una serie de medidas para combatir la deforestación en la Amazonía. Entre las medidas anunciadas se encuentran el fortalecimiento de los controles y la promoción de la reforestación.";"trome";"2021-03-02";"2"
"El precio del petróleo se mantiene estable";"NA";"Reuters";"El precio del petróleo se mantuvo estable en los mercados internacionales. El barril de petróleo Brent se cotiza a alrededor de 95 dólares.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de apoyo a los agricultores";"NA";"Ministerio de Agricultura";"El Gobierno Nacional anunció un programa de apoyo a los agricultores. El programa incluye créditos blandos, capacitación y asistencia técnica.";"trome";"2021-03-02";"2"
"El dólar supera los $4.300";"NA";"El Espectador";"El dólar superó los $4.300 frente al peso colombiano. La depreciación del peso se debe a la incertidumbre política y económica en el país.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para proteger el medio ambiente";"NA";"Ministerio de Ambiente";"El Gobierno Nacional anunció una serie de medidas para proteger el medio ambiente. Entre las medidas anunciadas se encuentran la creación de nuevas áreas protegidas y la promoción de energías renovables.";"trome";"2021-03-02";"2"
"El precio del gas natural baja";"NA";"Portafolio";"El precio del gas natural bajó en los mercados internacionales. La baja se debe a la alta producción y a la baja demanda.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de vivienda social";"NA";"Presidencia de la República";"El Gobierno Nacional anunció un programa de vivienda social para familias de bajos recursos. El programa incluye subsidios y créditos blandos para la compra de vivienda.";"trome";"2021-03-02";"2"
"El dólar se mantiene estable";"NA";"Bloomberg";"El dólar se mantuvo estable frente al peso colombiano en la jornada de hoy. La tasa de cambio se ubicó en $4.150 pesos por dólar.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para combatir la corrupción";"NA";"Ministerio de Justicia";"El Gobierno Nacional anunció una serie de medidas para combatir la corrupción en la administración pública. Entre las medidas anunciadas se encuentran el fortalecimiento de los mecanismos de control y la creación de una comisión anticorrupción.";"trome";"2021-03-02";"2"
"El precio del petróleo sube";"NA";"Reuters";"El precio del petróleo subió en los mercados internacionales. El barril de petróleo Brent se cotiza a alrededor de 98 dólares.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de apoyo a las pymes";"NA";"Ministerio de Comercio";"El Gobierno Nacional anunció un programa de apoyo a las pymes. El programa incluye créditos blandos, capacitación y asistencia técnica.";"trome";"2021-03-02";"2"
"El dólar supera los $4.250";"NA";"El Espectador";"El dólar superó los $4.250 frente al peso colombiano. La depreciación del peso se debe a la incertidumbre política y económica en el país.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para proteger el medio ambiente";"NA";"Ministerio de Ambiente";"El Gobierno Nacional anunció una serie de medidas para proteger el medio ambiente. Entre las medidas anunciadas se encuentran la creación de nuevas áreas protegidas y la promoción de energías renovables.";"trome";"2021-03-02";"2"
"El precio del gas natural se mantiene estable";"NA";"Portafolio";"El precio del gas natural se mantuvo estable en los mercados internacionales. El precio se cotiza a alrededor de 3 dólares por millón de BTU.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de vivienda social";"NA";"Presidencia de la República";"El Gobierno Nacional anunció un programa de vivienda social para familias de bajos recursos. El programa incluye subsidios y créditos blandos para la compra de vivienda.";"trome";"2021-03-02";"2"
"El dólar se mantiene estable";"NA";"Bloomberg";"El dólar se mantuvo estable frente al peso colombiano en la jornada de hoy. La tasa de cambio se ubicó en $4.150 pesos por dólar.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para combatir la deforestación";"NA";"Ministerio de Ambiente";"El Gobierno Nacional anunció una serie de medidas para combatir la deforestación en la Amazonía. Entre las medidas anunciadas se encuentran el fortalecimiento de los controles y la promoción de la reforestación.";"trome";"2021-03-02";"2"
"El precio del petróleo se mantiene estable";"NA";"Reuters";"El precio del petróleo se mantuvo estable en los mercados internacionales. El barril de petróleo Brent se cotiza a alrededor de 95 dólares.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de apoyo a los agricultores";"NA";"Ministerio de Agricultura";"El Gobierno Nacional anunció un programa de apoyo a los agricultores. El programa incluye créditos blandos, capacitación y asistencia técnica.";"trome";"2021-03-02";"2"
"El dólar supera los $4.350";"NA";"El Espectador";"El dólar superó los $4.350 frente al peso colombiano. La depreciación del peso se debe a la incertidumbre política y económica en el país.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para proteger el medio ambiente";"NA";"Ministerio de Ambiente";"El Gobierno Nacional anunció una serie de medidas para proteger el medio ambiente. Entre las medidas anunciadas se encuentran la creación de nuevas áreas protegidas y la promoción de energías renovables.";"trome";"2021-03-02";"2"
"El precio del gas natural baja";"NA";"Portafolio";"El precio del gas natural bajó en los mercados internacionales. La baja se debe a la alta producción y a la baja demanda.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de vivienda social";"NA";"Presidencia de la República";"El Gobierno Nacional anunció un programa de vivienda social para familias de bajos recursos. El programa incluye subsidios y créditos blandos para la compra de vivienda.";"trome";"2021-03-02";"2"
"El dólar se mantiene estable";"NA";"Bloomberg";"El dólar se mantuvo estable frente al peso colombiano en la jornada de hoy. La tasa de cambio se ubicó en $4.150 pesos por dólar.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para combatir la corrupción";"NA";"Ministerio de Justicia";"El Gobierno Nacional anunció una serie de medidas para combatir la corrupción en la administración pública. Entre las medidas anunciadas se encuentran el fortalecimiento de los mecanismos de control y la creación de una comisión anticorrupción.";"trome";"2021-03-02";"2"
"El precio del petróleo sube";"NA";"Reuters";"El precio del petróleo subió en los mercados internacionales. El barril de petróleo Brent se cotiza a alrededor de 98 dólares.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de apoyo a las pymes";"NA";"Ministerio de Comercio";"El Gobierno Nacional anunció un programa de apoyo a las pymes. El programa incluye créditos blandos, capacitación y asistencia técnica.";"trome";"2021-03-02";"2"
"El dólar supera los $4.400";"NA";"El Espectador";"El dólar superó los $4.400 frente al peso colombiano. La depreciación del peso se debe a la incertidumbre política y económica en el país.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para proteger el medio ambiente";"NA";"Ministerio de Ambiente";"El Gobierno Nacional anunció una serie de medidas para proteger el medio ambiente. Entre las medidas anunciadas se encuentran la creación de nuevas áreas protegidas y la promoción de energías renovables.";"trome";"2021-03-02";"2"
"El precio del gas natural se mantiene estable";"NA";"Portafolio";"El precio del gas natural se mantuvo estable en los mercados internacionales. El precio se cotiza a alrededor de 3 dólares por millón de BTU.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de vivienda social";"NA";"Presidencia de la República";"El Gobierno Nacional anunció un programa de vivienda social para familias de bajos recursos. El programa incluye subsidios y créditos blandos para la compra de vivienda.";"trome";"2021-03-02";"2"
"El dólar se mantiene estable";"NA";"Bloomberg";"El dólar se mantuvo estable frente al peso colombiano en la jornada de hoy. La tasa de cambio se ubicó en $4.150 pesos por dólar.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para combatir la deforestación";"NA";"Ministerio de Ambiente";"El Gobierno Nacional anunció una serie de medidas para combatir la deforestación en la Amazonía. Entre las medidas anunciadas se encuentran el fortalecimiento de los controles y la promoción de la reforestación.";"trome";"2021-03-02";"2"
"El precio del petróleo se mantiene estable";"NA";"Reuters";"El precio del petróleo se mantuvo estable en los mercados internacionales. El barril de petróleo Brent se cotiza a alrededor de 95 dólares.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de apoyo a los agricultores";"NA";"Ministerio de Agricultura";"El Gobierno Nacional anunció un programa de apoyo a los agricultores. El programa incluye créditos blandos, capacitación y asistencia técnica.";"trome";"2021-03-02";"2"
"El dólar supera los $4.450";"NA";"El Espectador";"El dólar superó los $4.450 frente al peso colombiano. La depreciación del peso se debe a la incertidumbre política y económica en el país.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para proteger el medio ambiente";"NA";"Ministerio de Ambiente";"El Gobierno Nacional anunció una serie de medidas para proteger el medio ambiente. Entre las medidas anunciadas se encuentran la creación de nuevas áreas protegidas y la promoción de energías renovables.";"trome";"2021-03-02";"2"
"El precio del gas natural baja";"NA";"Portafolio";"El precio del gas natural bajó en los mercados internacionales. La baja se debe a la alta producción y a la baja demanda.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de vivienda social";"NA";"Presidencia de la República";"El Gobierno Nacional anunció un programa de vivienda social para familias de bajos recursos. El programa incluye subsidios y créditos blandos para la compra de vivienda.";"trome";"2021-03-02";"2"
"El dólar se mantiene estable";"NA";"Bloomberg";"El dólar se mantuvo estable frente al peso colombiano en la jornada de hoy. La tasa de cambio se ubicó en $4.150 pesos por dólar.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para combatir la corrupción";"NA";"Ministerio de Justicia";"El Gobierno Nacional anunció una serie de medidas para combatir la corrupción en la administración pública. Entre las medidas anunciadas se encuentran el fortalecimiento de los mecanismos de control y la creación de una comisión anticorrupción.";"trome";"2021-03-02";"2"
"El precio del petróleo sube";"NA";"Reuters";"El precio del petróleo subió en los mercados internacionales. El barril de petróleo Brent se cotiza a alrededor de 98 dólares.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de apoyo a las pymes";"NA";"Ministerio de Comercio";"El Gobierno Nacional anunció un programa de apoyo a las pymes. El programa incluye créditos blandos, capacitación y asistencia técnica.";"trome";"2021-03-02";"2"
"El dólar supera los $4.500";"NA";"El Espectador";"El dólar superó los $4.500 frente al peso colombiano. La depreciación del peso se debe a la incertidumbre política y económica en el país.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para proteger el medio ambiente";"NA";"Ministerio de Ambiente";"El Gobierno Nacional anunció una serie de medidas para proteger el medio ambiente. Entre las medidas anunciadas se encuentran la creación de nuevas áreas protegidas y la promoción de energías renovables.";"trome";"2021-03-02";"2"
"El precio del gas natural se mantiene estable";"NA";"Portafolio";"El precio del gas natural se mantuvo estable en los mercados internacionales. El precio se cotiza a alrededor de 3 dólares por millón de BTU.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de vivienda social";"NA";"Presidencia de la República";"El Gobierno Nacional anunció un programa de vivienda social para familias de bajos recursos. El programa incluye subsidios y créditos blandos para la compra de vivienda.";"trome";"2021-03-02";"2"
"El dólar se mantiene estable";"NA";"Bloomberg";"El dólar se mantuvo estable frente al peso colombiano en la jornada de hoy. La tasa de cambio se ubicó en $4.150 pesos por dólar.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para combatir la deforestación";"NA";"Ministerio de Ambiente";"El Gobierno Nacional anunció una serie de medidas para combatir la deforestación en la Amazonía. Entre las medidas anunciadas se encuentran el fortalecimiento de los controles y la promoción de la reforestación.";"trome";"2021-03-02";"2"
"El precio del petróleo se mantiene estable";"NA";"Reuters";"El precio del petróleo se mantuvo estable en los mercados internacionales. El barril de petróleo Brent se cotiza a alrededor de 95 dólares.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de apoyo a los agricultores";"NA";"Ministerio de Agricultura";"El Gobierno Nacional anunció un programa de apoyo a los agricultores. El programa incluye créditos blandos, capacitación y asistencia técnica.";"trome";"2021-03-02";"2"
"El dólar supera los $4.550";"NA";"El Espectador";"El dólar superó los $4.550 frente al peso colombiano. La depreciación del peso se debe a la incertidumbre política y económica en el país.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para proteger el medio ambiente";"NA";"Ministerio de Ambiente";"El Gobierno Nacional anunció una serie de medidas para proteger el medio ambiente. Entre las medidas anunciadas se encuentran la creación de nuevas áreas protegidas y la promoción de energías renovables.";"trome";"2021-03-02";"2"
"El precio del gas natural baja";"NA";"Portafolio";"El precio del gas natural bajó en los mercados internacionales. La baja se debe a la alta producción y a la baja demanda.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de vivienda social";"NA";"Presidencia de la República";"El Gobierno Nacional anunció un programa de vivienda social para familias de bajos recursos. El programa incluye subsidios y créditos blandos para la compra de vivienda.";"trome";"2021-03-02";"2"
"El dólar se mantiene estable";"NA";"Bloomberg";"El dólar se mantuvo estable frente al peso colombiano en la jornada de hoy. La tasa de cambio se ubicó en $4.150 pesos por dólar.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para combatir la corrupción";"NA";"Ministerio de Justicia";"El Gobierno Nacional anunció una serie de medidas para combatir la corrupción en la administración pública. Entre las medidas anunciadas se encuentran el fortalecimiento de los mecanismos de control y la creación de una comisión anticorrupción.";"trome";"2021-03-02";"2"
"El precio del petróleo sube";"NA";"Reuters";"El precio del petróleo subió en los mercados internacionales. El barril de petróleo Brent se cotiza a alrededor de 98 dólares.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de apoyo a las pymes";"NA";"Ministerio de Comercio";"El Gobierno Nacional anunció un programa de apoyo a las pymes. El programa incluye créditos blandos, capacitación y asistencia técnica.";"trome";"2021-03-02";"2"
"El dólar supera los $4.600";"NA";"El Espectador";"El dólar superó los $4.600 frente al peso colombiano. La depreciación del peso se debe a la incertidumbre política y económica en el país.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para proteger el medio ambiente";"NA";"Ministerio de Ambiente";"El Gobierno Nacional anunció una serie de medidas para proteger el medio ambiente. Entre las medidas anunciadas se encuentran la creación de nuevas áreas protegidas y la promoción de energías renovables.";"trome";"2021-03-02";"2"
"El precio del gas natural se mantiene estable";"NA";"Portafolio";"El precio del gas natural se mantuvo estable en los mercados internacionales. El precio se cotiza a alrededor de 3 dólares por millón de BTU.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de vivienda social";"NA";"Presidencia de la República";"El Gobierno Nacional anunció un programa de vivienda social para familias de bajos recursos. El programa incluye subsidios y créditos blandos para la compra de vivienda.";"trome";"2021-03-02";"2"
"El dólar se mantiene estable";"NA";"Bloomberg";"El dólar se mantuvo estable frente al peso colombiano en la jornada de hoy. La tasa de cambio se ubicó en $4.150 pesos por dólar.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para combatir la deforestación";"NA";"Ministerio de Ambiente";"El Gobierno Nacional anunció una serie de medidas para combatir la deforestación en la Amazonía. Entre las medidas anunciadas se encuentran el fortalecimiento de los controles y la promoción de la reforestación.";"trome";"2021-03-02";"2"
"El precio del petróleo se mantiene estable";"NA";"Reuters";"El precio del petróleo se mantuvo estable en los mercados internacionales. El barril de petróleo Brent se cotiza a alrededor de 95 dólares.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de apoyo a los agricultores";"NA";"Ministerio de Agricultura";"El Gobierno Nacional anunció un programa de apoyo a los agricultores. El programa incluye créditos blandos, capacitación y asistencia técnica.";"trome";"2021-03-02";"2"
"El dólar supera los $4.650";"NA";"El Espectador";"El dólar superó los $4.650 frente al peso colombiano. La depreciación del peso se debe a la incertidumbre política y económica en el país.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para proteger el medio ambiente";"NA";"Ministerio de Ambiente";"El Gobierno Nacional anunció una serie de medidas para proteger el medio ambiente. Entre las medidas anunciadas se encuentran la creación de nuevas áreas protegidas y la promoción de energías renovables.";"trome";"2021-03-02";"2"
"El precio del gas natural baja";"NA";"Portafolio";"El precio del gas natural bajó en los mercados internacionales. La baja se debe a la alta producción y a la baja demanda.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de vivienda social";"NA";"Presidencia de la República";"El Gobierno Nacional anunció un programa de vivienda social para familias de bajos recursos. El programa incluye subsidios y créditos blandos para la compra de vivienda.";"trome";"2021-03-02";"2"
"El dólar se mantiene estable";"NA";"Bloomberg";"El dólar se mantuvo estable frente al peso colombiano en la jornada de hoy. La tasa de cambio se ubicó en $4.150 pesos por dólar.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para combatir la corrupción";"NA";"Ministerio de Justicia";"El Gobierno Nacional anunció una serie de medidas para combatir la corrupción en la administración pública. Entre las medidas anunciadas se encuentran el fortalecimiento de los mecanismos de control y la creación de una comisión anticorrupción.";"trome";"2021-03-02";"2"
"El precio del petróleo sube";"NA";"Reuters";"El precio del petróleo subió en los mercados internacionales. El barril de petróleo Brent se cotiza a alrededor de 98 dólares.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de apoyo a las pymes";"NA";"Ministerio de Comercio";"El Gobierno Nacional anunció un programa de apoyo a las pymes. El programa incluye créditos blandos, capacitación y asistencia técnica.";"trome";"2021-03-02";"2"
"El dólar supera los $4.700";"NA";"El Espectador";"El dólar superó los $4.700 frente al peso colombiano. La depreciación del peso se debe a la incertidumbre política y económica en el país.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para proteger el medio ambiente";"NA";"Ministerio de Ambiente";"El Gobierno Nacional anunció una serie de medidas para proteger el medio ambiente. Entre las medidas anunciadas se encuentran la creación de nuevas áreas protegidas y la promoción de energías renovables.";"trome";"2021-03-02";"2"
"El precio del gas natural se mantiene estable";"NA";"Portafolio";"El precio del gas natural se mantuvo estable en los mercados internacionales. El precio se cotiza a alrededor de 3 dólares por millón de BTU.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de vivienda social";"NA";"Presidencia de la República";"El Gobierno Nacional anunció un programa de vivienda social para familias de bajos recursos. El programa incluye subsidios y créditos blandos para la compra de vivienda.";"trome";"2021-03-02";"2"
"El dólar se mantiene estable";"NA";"Bloomberg";"El dólar se mantuvo estable frente al peso colombiano en la jornada de hoy. La tasa de cambio se ubicó en $4.150 pesos por dólar.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para combatir la deforestación";"NA";"Ministerio de Ambiente";"El Gobierno Nacional anunció una serie de medidas para combatir la deforestación en la Amazonía. Entre las medidas anunciadas se encuentran el fortalecimiento de los controles y la promoción de la reforestación.";"trome";"2021-03-02";"2"
"El precio del petróleo se mantiene estable";"NA";"Reuters";"El precio del petróleo se mantuvo estable en los mercados internacionales. El barril de petróleo Brent se cotiza a alrededor de 95 dólares.";"trome";"2021-03-02";"2"
"El Gobierno anuncia programa de apoyo a los agricultores";"NA";"Ministerio de Agricultura";"El Gobierno Nacional anunció un programa de apoyo a los agricultores. El programa incluye créditos blandos, capacitación y asistencia técnica.";"trome";"2021-03-02";"2"
"El dólar supera los $4.750";"NA";"El Espectador";"El dólar superó los $4.750 frente al peso colombiano. La depreciación del peso se debe a la incertidumbre política y económica en el país.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para proteger el medio ambiente";"NA";"Ministerio de Ambiente";"El Gobierno Nacional anunció una serie de medidas para proteger el medio ambiente. Entre las medidas anunciadas se encuentran la creación de nuevas áreas protegidas y la promoción de energías renovables.";"trome";"2021-03-02";"2"
"El precio del gas natural baja";"NA";"Portafolio";"El precio del gas natural bajó en los mercados internacionales. La baja se debe a la alta producción y a la baja demanda.";"trome";"2021-03-02";"2"
